Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1.555316846E1,-7.223793119E-2,-3.126657754E-2,1.558801066E-2
1.556321446E1,-7.015847415E-2,-7.645042986E-2,5.336953327E-2
1.557326146E1,-4.069139808E-2,-6.728116423E-2,3.396414220E-2
1.558330746E1,-2.575962059E-2,-3.694735840E-2,3.392754495E-2
1.559335346E1,-2.469861694E-2,-3.145591915E-2,4.255032912E-2
1.560339946E1,-2.136106975E-2,-4.280308262E-2,3.574498370E-2
1.561344546E1,-1.634447277E-2,-5.029615015E-2,4.323059693E-2
1.562349146E1,-9.115537629E-3,-1.403107028E-2,3.192642704E-2
1.563353746E1,-2.192107961E-2,-5.115021020E-2,3.223881498E-2
1.564358446E1,-3.909102827E-2,-7.349722087E-2,3.023608029E-2
1.565363046E1,-1.447090134E-2,-2.877342515E-2,3.444999829E-2
1.566367646E1,5.114343949E-4,-6.890755892E-2,6.525602192E-2
1.567372246E1,-2.815882862E-2,-4.162054509E-2,1.004443038E-2
1.568376846E1,-4.585402086E-2,-2.576290071E-2,2.263399400E-2
1.569381446E1,3.165701404E-2,-9.032724798E-2,4.700484499E-2
1.570386046E1,9.547222406E-3,-5.607593805E-2,1.684892178E-2
1.571390646E1,-4.744098522E-3,-1.140188649E-1,-1.383921597E-2
1.572395346E1,1.330550015E-2,-9.473596513E-2,2.227576915E-3
1.573399946E1,-2.507810667E-2,-1.958098495E-3,2.254474908E-3
1.574404546E1,-2.067133412E-2,-1.107339375E-2,-1.208320353E-2
1.575409146E1,3.789798357E-3,-4.987165332E-2,-3.207342327E-2
1.576413746E1,6.660660729E-3,-1.159569528E-2,-2.672214620E-2
1.577418346E1,3.051299602E-2,1.209316077E-3,-2.008954249E-2
1.578422946E1,4.076524451E-2,-8.544252254E-3,-1.856179908E-2
1.579427646E1,4.352800548E-2,-1.248255954E-3,5.355740339E-2
1.580432246E1,4.657335579E-2,-1.167509984E-2,-2.294289134E-2
1.581436846E1,1.959546935E-3,9.378786199E-3,-3.353854641E-2
1.582441446E1,3.293975815E-2,7.783834357E-3,9.180076886E-4
1.583446046E1,4.505820572E-2,3.525940329E-2,-5.839271843E-2
1.584450646E1,3.459561244E-2,-3.228426352E-2,4.740672186E-3
1.585455246E1,1.300506294E-3,9.101525880E-3,-3.809840605E-2
1.586459846E1,-1.216504723E-2,2.493641223E-4,-4.950122535E-2
1.587464546E1,-3.349776566E-2,-6.330564618E-2,-4.096993245E-3
1.588469146E1,-2.933153138E-2,3.675448522E-2,4.670893308E-3
1.589473746E1,4.686091095E-3,1.141983271E-2,-3.924192861E-3
1.590478346E1,4.348768666E-2,2.031500265E-2,1.526390202E-2
1.591482946E1,3.537170589E-2,2.294061333E-2,3.510125726E-2
1.592487546E1,5.236527324E-2,-4.723918438E-2,-6.199141499E-4
1.593492146E1,7.887038589E-2,-4.872682691E-2,1.739317551E-2
1.594496746E1,2.229020745E-2,-3.475306183E-2,-2.323224209E-2
1.595501446E1,3.034360707E-2,-8.944160491E-2,-1.439347770E-2
1.596506046E1,3.585077077E-2,-3.899696097E-2,-3.076801822E-2
1.597510646E1,-6.174976472E-3,-2.871848829E-2,2.741736826E-3
1.598515246E1,4.648845177E-3,4.387394525E-3,-2.756455913E-2
1.599519846E1,-5.093264394E-3,1.626322977E-2,-3.624779731E-2
1.600524446E1,-7.405572571E-3,-4.062248394E-2,6.389223970E-3
1.601529046E1,3.132051975E-2,7.364745717E-3,1.645836979E-2
1.602533746E1,2.256791294E-2,-1.695692190E-3,1.196177211E-2
1.603538346E1,1.687567122E-2,-4.389294609E-2,2.049294300E-2
1.604542946E1,5.007740110E-2,-2.840582281E-2,-2.111598291E-2
1.605547546E1,5.391608179E-2,-3.389726207E-2,-5.312251858E-3
1.606552146E1,4.825437814E-2,-7.920671254E-3,-2.195807174E-2
1.607556746E1,3.811758757E-2,-2.396062389E-2,-6.030238234E-3
1.608561346E1,-1.512095332E-4,2.113556722E-3,-3.634910099E-4
1.609565946E1,7.446256466E-3,-4.843110964E-2,-1.715898141E-2
1.610570646E1,1.848874800E-2,-3.840337321E-2,-3.290396929E-2
1.611575246E1,3.561313823E-2,-3.752185265E-3,-1.319364831E-2
1.612579846E1,1.613503508E-2,2.775863279E-3,-8.957929909E-3
1.613584446E1,1.092615724E-2,2.529102564E-2,-1.424856484E-2
1.614589046E1,1.165832300E-2,-1.875747927E-2,8.905414492E-3
1.615593646E1,-2.364818007E-3,-6.065918133E-3,-6.431996822E-3
1.616598246E1,4.815862980E-3,2.548162080E-2,-3.645780683E-2
1.617602846E1,-2.282259986E-3,6.283958908E-3,-7.932378352E-2
1.618607546E1,1.335045882E-2,-1.524946559E-2,-4.489015415E-2
1.619612146E1,2.303557470E-2,3.694689646E-2,-3.384842351E-2
1.620616746E1,9.840678424E-3,1.680700295E-2,3.219850361E-2
1.621621346E1,1.214116812E-2,1.917670667E-2,6.897027604E-3
1.622625946E1,1.226457208E-2,9.551594034E-3,-3.711234545E-3
1.623630546E1,1.136469096E-2,-1.033928990E-2,2.477793209E-2
1.624635146E1,1.528037526E-2,4.530039802E-2,-6.260565948E-3
1.625639746E1,1.414360013E-3,6.505066063E-3,1.757419296E-2
1.626644446E1,-7.853401825E-3,-8.176771924E-3,2.533010021E-2
1.627649046E1,-1.545140147E-2,4.056192469E-3,-1.739601837E-3
1.628653646E1,-8.323995396E-3,-6.103350781E-3,1.029383158E-3
1.629658246E1,-2.111542597E-2,5.625477061E-3,1.236033440E-2
1.630662846E1,-3.447699919E-2,1.396316197E-2,1.310613286E-2
1.631667446E1,5.196378566E-3,4.473625496E-2,1.777518541E-2
1.632672046E1,-3.206286952E-2,-7.519503590E-3,2.056836709E-2
1.633676746E1,-8.102141321E-3,1.711553521E-2,3.509058431E-2
1.634681346E1,4.365275428E-2,5.325402319E-2,3.474530578E-2
1.635685946E1,-2.755830809E-2,3.546703607E-2,9.835943580E-2
1.636690546E1,-3.812542558E-2,5.070124567E-2,4.566730931E-2
1.637695146E1,-6.946630776E-2,2.875493467E-2,4.376581311E-2
1.638699746E1,-8.800911158E-2,5.664637778E-3,4.618312418E-2
1.639704346E1,-7.195690274E-2,4.426608980E-2,-1.555103576E-3
1.640708946E1,-4.152436927E-2,-4.870851990E-4,1.782784052E-2
1.641713646E1,-1.902731694E-2,6.540831178E-2,3.401852772E-2
1.642718246E1,-4.567332193E-2,1.184231639E-1,2.417419106E-3
1.643722846E1,2.524399757E-2,-1.605688035E-2,-9.914082475E-3
1.644727446E1,2.487720177E-2,7.394332439E-2,2.497887937E-3
1.645732046E1,1.741342619E-2,6.441267580E-2,-7.971530780E-3
1.646736646E1,2.240003087E-2,-2.167796530E-2,2.053471655E-2
1.647741246E1,-7.214192301E-2,7.929845154E-2,-3.258815780E-2
1.648745821E1,-5.198281724E-3,1.876454242E-2,6.355457008E-3
1.649750521E1,3.624955937E-2,1.281206012E-1,2.787273377E-2
1.650755121E1,7.360856049E-3,1.289582551E-1,1.485101599E-2
1.651759721E1,4.025009647E-2,5.064825714E-2,-9.146462195E-3
1.652764321E1,5.836341158E-2,4.822071269E-2,5.410243757E-3
1.653768921E1,3.026383929E-3,6.313494593E-2,-1.116740052E-2
1.654773521E1,-2.287328988E-2,2.675328031E-2,2.717709541E-2
1.655778121E1,-3.199621290E-2,-2.548409067E-2,4.327377304E-2
1.656782721E1,-4.106522724E-2,-9.269231930E-3,2.166869119E-2
1.657787421E1,6.142231636E-3,-4.418284632E-3,2.544718422E-2
1.658792021E1,1.705855504E-2,1.176362578E-2,1.122371573E-2
1.659796621E1,-1.867760532E-2,3.223694116E-2,-1.631363668E-2
1.660801221E1,-2.153025568E-2,-4.140286893E-2,7.000454701E-3
1.661805821E1,-2.083863318E-2,-1.245564036E-2,-9.276519530E-3
1.662810421E1,2.153212437E-3,2.166366577E-2,4.265264422E-2
1.663815021E1,-9.356969967E-3,3.710307553E-2,3.237596015E-3
1.664819621E1,-1.707272045E-2,3.150631115E-2,-4.746939987E-3
1.665824321E1,-8.782032877E-3,5.546783656E-2,-2.338933386E-2
1.666828921E1,-2.306067385E-2,1.851723157E-2,-3.270803764E-2
1.667833521E1,5.163241178E-3,-7.707714103E-3,2.663438208E-2
1.668838121E1,-4.292575177E-3,4.565880075E-2,1.159830391E-2
1.669842721E1,-4.536254797E-3,-4.572676029E-3,1.135302708E-2
1.670847321E1,2.879405394E-3,-2.534274757E-2,2.355097234E-2
1.671851921E1,-1.073334180E-2,4.393152194E-4,-8.949181065E-3
1.672856521E1,-1.395126805E-2,-8.340495825E-2,3.014062345E-2
1.673861221E1,-2.021105029E-3,-3.221820295E-2,1.051738765E-2
1.674865821E1,-1.321305335E-2,1.079568453E-2,4.640663788E-2
1.675870421E1,2.094118856E-2,1.636542007E-2,5.922682956E-2
1.676875021E1,9.308471344E-4,3.636299446E-2,5.730183795E-2
1.677879621E1,-4.432770982E-2,1.126776077E-2,1.756108366E-2
1.678884221E1,-3.060236573E-2,5.076778308E-2,-7.036891766E-4
1.679888821E1,-3.077334166E-2,1.926258765E-2,4.428828508E-2
1.680893421E1,-4.023079574E-2,2.339937165E-2,1.485984214E-2
1.681898021E1,-2.384356596E-2,2.888575010E-2,1.734057628E-2
1.682902721E1,-1.601655781E-2,4.778695852E-2,-1.167197898E-2
1.683907321E1,1.002143510E-2,6.719415542E-3,1.628268883E-2
1.684911921E1,-1.468930393E-2,2.021936700E-2,2.323774621E-2
1.685916521E1,-5.480450019E-2,4.286102951E-2,3.947184235E-2
1.686921121E1,-4.151606187E-2,4.433553666E-2,2.429947257E-2
1.687925721E1,-3.551515937E-2,3.280245140E-2,2.195828781E-2
1.688930321E1,-6.666752696E-2,6.723003089E-2,1.108808164E-2
1.689934921E1,-8.593229949E-2,1.198495701E-1,1.595287770E-2
1.690939621E1,-6.980741024E-2,9.652228653E-2,1.214838214E-2
1.691944221E1,-6.405711174E-2,1.046502590E-1,4.829382524E-4
1.692948821E1,-4.674001783E-2,6.201630458E-2,-2.228343859E-2
1.693953421E1,-7.885347307E-2,6.963986903E-2,-5.558067188E-2
1.694958021E1,-3.695517033E-2,4.784381390E-2,-1.124571916E-2
1.695962621E1,-1.744432002E-2,6.493332237E-2,-2.017556503E-2
1.696967221E1,-7.337535173E-2,8.263716102E-2,1.280051377E-2
1.697971821E1,-5.345491320E-2,2.680931427E-2,-1.832464710E-2
1.698976521E1,-3.062424716E-3,2.707241103E-3,-8.778624237E-3
1.699981121E1,-5.742926151E-2,4.487520084E-2,-2.432376146E-2
1.700985721E1,-1.059219465E-1,1.939556375E-2,-3.167644516E-2
1.701990321E1,-8.764573932E-2,5.018463731E-2,-1.621785946E-2
1.702994921E1,-3.250717372E-2,4.293549061E-2,-2.320028655E-2
1.703999521E1,-2.330275439E-2,9.928398579E-2,-1.810459420E-2
1.705004121E1,-3.414501622E-2,3.348739445E-2,-5.892286450E-2
1.706008721E1,-9.373190999E-2,1.039136276E-1,-9.527075291E-2
1.707013321E1,1.547619421E-2,4.348255694E-2,-4.322195053E-2
1.708018021E1,2.369870245E-2,4.296457395E-2,-9.638691321E-3
1.709022621E1,-4.889920726E-2,3.193197846E-1,-4.159717634E-2
1.710027221E1,-1.448077895E-2,5.605537444E-3,-2.595989220E-2
1.711031821E1,3.326863423E-2,-1.246022657E-1,-5.102450028E-2
1.712036421E1,-4.876365140E-2,6.715971231E-2,-8.269800246E-2
1.713041021E1,-8.886846155E-2,-3.607160226E-2,-1.152309179E-1
1.714045621E1,3.102526441E-2,-6.480786949E-2,2.418432757E-2
1.715050221E1,6.543873250E-2,-5.678198766E-3,1.866256818E-2
1.716054921E1,-5.128376652E-3,2.481233142E-2,1.226053340E-3
1.717059521E1,1.142527349E-2,1.153726224E-2,-3.444693238E-2
1.718064121E1,-4.290480912E-2,1.195532084E-1,-8.768165112E-2
1.719068721E1,-1.583967656E-1,2.537775785E-2,-1.566017866E-1
1.720073321E1,-4.474449903E-2,-3.657089081E-3,-9.847590327E-2
1.721077921E1,8.053339273E-2,-9.115219116E-3,9.613152361E-4
1.722082521E1,3.535739332E-2,-2.884711139E-2,4.731286317E-3
1.723087121E1,4.357102141E-2,-9.942285717E-3,1.787079312E-2
1.724091721E1,1.064434648E-1,1.689412259E-2,2.227619290E-2
1.725096421E1,1.820266545E-1,-5.999398977E-2,9.659750015E-2
1.726101021E1,1.676583886E-1,-2.745735273E-2,5.982910469E-2
1.727105621E1,1.277331114E-1,-1.199661475E-2,-5.326800421E-2
1.728110221E1,7.226585597E-2,4.661723971E-3,-1.288607717E-1
1.729114821E1,1.154087782E-1,-1.438489258E-1,-1.582790613E-1
1.730119421E1,2.352013253E-2,-2.061996460E-1,-1.921651214E-1
1.731124021E1,1.597797312E-2,-2.612436712E-1,-2.277759761E-1
1.732128621E1,-1.283038873E-3,-1.962129921E-1,-2.430832982E-1
1.733133321E1,-1.931213215E-2,-1.706149727E-1,-2.176833302E-1
1.734137921E1,-1.959629171E-2,-1.442078650E-1,-1.569422185E-1
1.735142521E1,-8.678903803E-3,-9.177313000E-2,-3.759750724E-2
1.736147121E1,7.672654092E-2,-6.266185641E-2,1.265713945E-2
1.737151721E1,9.235655516E-2,-1.248740219E-2,8.617973328E-2
1.738156321E1,9.130487591E-2,-2.893256606E-4,1.118978783E-1
1.739160921E1,1.631043851E-2,4.423880577E-2,4.755177721E-2
1.740165521E1,-3.687928244E-2,4.274397343E-2,-6.980432663E-4
1.741170121E1,-4.556592926E-2,-4.691238701E-2,9.393092245E-3
1.742174821E1,-2.659410238E-2,-6.070756167E-2,4.794923589E-4
1.743179421E1,-4.064885899E-2,-4.266588949E-3,-3.551822528E-2
1.744184021E1,-5.202961341E-2,4.454728961E-2,-4.288932309E-2
1.745188621E1,-3.499089554E-2,3.153534979E-2,-7.131899707E-3
1.746193221E1,-5.301836506E-2,2.870682627E-3,2.453616355E-3
1.747197821E1,-3.725970536E-2,-4.869100521E-4,-3.085246310E-2
1.748202421E1,5.507996306E-3,4.806810990E-2,-2.797305398E-2
1.749207021E1,1.792453974E-2,7.730874419E-2,-4.697190970E-2
1.750211721E1,-4.321284965E-2,5.473072827E-2,-6.441375613E-2
1.751216321E1,3.418307751E-2,-1.988083683E-2,-2.927406505E-2
1.752220921E1,8.444411308E-2,-2.451580204E-2,-3.338465467E-2
1.753225521E1,5.085612461E-2,-5.526634678E-2,-1.188529655E-2
1.754230121E1,1.674895287E-1,-1.998185925E-2,1.561370585E-2
1.755234721E1,1.384596527E-1,4.743066058E-2,-2.752914466E-2
1.756239321E1,-1.038549282E-2,-2.046066374E-1,-1.073302468E-3
1.757243921E1,4.870044068E-2,-2.342923731E-1,4.525784403E-3
1.758248521E1,4.509505257E-2,-1.191256940E-2,-8.550903946E-2
1.759253221E1,-9.778381884E-2,-2.331421897E-2,-7.302814163E-3
1.760257821E1,1.355735026E-2,-7.005855441E-2,1.051533036E-2
1.761262421E1,-4.206262995E-3,-3.576467186E-2,-1.548605114E-1
1.762267021E1,-1.752856076E-1,1.264866535E-2,-7.182047516E-2
1.763271621E1,-6.660048850E-3,-1.968659163E-1,1.401965916E-1
1.764276221E1,8.662915230E-2,-4.031599313E-2,1.842631251E-1
1.765280821E1,2.782834321E-2,-2.270020097E-1,1.930653006E-1
1.766285421E1,-1.851150841E-1,-3.128753901E-1,1.786024719E-1
1.767290021E1,-2.536876872E-2,-4.075050354E-1,2.011433989E-1
1.768294721E1,-7.160497457E-2,-3.620784283E-1,3.162329793E-1
1.769299321E1,-1.446808130E-1,-1.895303726E-1,4.162275195E-1
1.770303921E1,-8.684733510E-2,-1.984106898E-1,6.610913277E-1
1.771308521E1,-3.207815886E-1,-7.674083859E-2,5.581735969E-1
1.772313121E1,-4.931674600E-1,-1.077325791E-1,3.015008271E-1
1.773317721E1,-6.407132745E-1,3.184629604E-2,1.511864066E-1
1.774322321E1,-8.282921910E-1,-1.288864017E-1,-6.526973099E-2
1.775326921E1,-8.750932217E-1,-5.324456692E-1,-1.548201442E-1
1.776331521E1,-8.345007896E-1,-3.154102862E-1,-2.254514396E-1
1.777336221E1,-8.625929356E-1,-7.971046567E-1,7.751485705E-2
1.778340821E1,-6.958510876E-1,-7.327384353E-1,2.328631580E-1
1.779345421E1,-6.380748749E-1,-5.596203208E-1,2.468928844E-1
1.780350021E1,-6.334534883E-1,-4.164429009E-1,3.739664257E-1
1.781354621E1,-6.447630525E-1,-3.324515522E-1,4.052424133E-1
1.782359221E1,-7.778060436E-1,-2.820890546E-1,2.749398053E-1
1.783363821E1,-8.002640605E-1,-8.567416072E-1,1.066314578E-1
1.784368421E1,-8.330577016E-1,-8.738167286E-1,-1.694989204E-1
1.785373121E1,-7.084990144E-1,-1.124850869E0,-1.716588140E-1
1.786377721E1,-6.142106056E-1,-1.065738440E0,-4.930999503E-2
1.787382321E1,-6.669451594E-1,-1.016452909E0,-1.589121521E-1
1.788386921E1,-4.584952593E-1,-1.171976686E0,-7.179057598E-2
1.789391521E1,-2.331658155E-1,-1.257547975E0,1.413969696E-1
1.790396121E1,-4.060193300E-1,-1.174710989E0,1.673444062E-1
1.791400721E1,-5.148201585E-1,-1.405848384E0,1.667484939E-1
1.792405321E1,-6.480884552E-1,-1.097236991E0,5.639508739E-2
1.793409921E1,-8.366612196E-1,-1.140715122E0,5.937857181E-2
1.794414621E1,-9.016684294E-1,-1.059618115E0,9.213518351E-2
1.795419221E1,-9.678498507E-1,-9.850489497E-1,1.585786939E-1
1.796423821E1,-1.157577157E0,-9.072934389E-1,4.033221304E-2
1.797428421E1,-9.513369203E-1,-9.851621389E-1,1.536339968E-1
1.798433021E1,-1.110480189E0,-9.003311396E-1,-2.353038825E-2
1.799437621E1,-1.160943031E0,-9.510731697E-1,-1.697026342E-1
1.800442221E1,-1.253104687E0,-1.040234685E0,-3.369893432E-1
1.801446821E1,-1.127580643E0,-1.146365047E0,-2.199035436E-1
1.802451421E1,-1.234454870E0,-1.312920928E0,-3.183012009E-1
1.803456121E1,-1.350274444E0,-1.083363533E0,-4.788244367E-1
1.804460721E1,-1.351606011E0,-1.231286526E0,-3.762887418E-1
1.805465321E1,-1.288473248E0,-1.105846882E0,-3.289681971E-1
1.806469921E1,-1.272841811E0,-1.351099014E0,-2.792568207E-1
1.807474521E1,-1.294291258E0,-1.122908711E0,-4.032859206E-1
1.808479121E1,-1.266484380E0,-9.917642474E-1,-3.210706711E-1
1.809483721E1,-1.340446591E0,-9.314331412E-1,-2.878461480E-1
1.810488321E1,-1.247250795E0,-9.940320849E-1,-3.468008041E-1
1.811492921E1,-1.324634552E0,-1.002034903E0,-4.902181625E-1
1.812497621E1,-1.170252204E0,-1.218305111E0,-2.611921728E-1
1.813502221E1,-1.367938161E0,-9.910665154E-1,-3.284516633E-1
1.814506821E1,-1.367963195E0,-1.092706323E0,-3.294844329E-1
1.815511421E1,-1.270063639E0,-1.169169664E0,-3.354695141E-1
1.816516021E1,-1.154010057E0,-1.105663180E0,-3.242115378E-1
1.817520621E1,-1.165169120E0,-1.271816850E0,-2.897510529E-1
1.818525221E1,-1.051491857E0,-9.909675121E-1,-3.533097804E-1
1.819529821E1,-1.228995562E0,-1.028826118E0,-4.803377390E-1
1.820534421E1,-1.269886017E0,-9.866065979E-1,-4.584785104E-1
1.821539121E1,-1.277564049E0,-9.229356647E-1,-4.672093987E-1
1.822543721E1,-1.273862720E0,-1.173393250E0,-2.994912565E-1
1.823548321E1,-1.494072676E0,-1.054738402E0,-2.616480887E-1
1.824552921E1,-1.574052215E0,-9.635161757E-1,-3.707892001E-1
1.825557521E1,-1.622982144E0,-9.281029105E-1,-4.042356908E-1
1.826562121E1,-1.631445646E0,-1.053113580E0,-3.769468069E-1
1.827566721E1,-1.558222413E0,-1.039479733E0,-2.792060077E-1
1.828571321E1,-1.577506900E0,-1.027926683E0,-2.945772409E-1
1.829575921E1,-1.583159566E0,-1.019445062E0,-3.264022171E-1
1.830580621E1,-1.618938804E0,-9.845208526E-1,-4.552720487E-1
1.831585221E1,-1.705752969E0,-9.238462448E-1,-5.066107512E-1
1.832589821E1,-1.646860123E0,-1.035329819E0,-5.223838091E-1
1.833594421E1,-1.559833646E0,-1.136705279E0,-3.773295581E-1
1.834599021E1,-1.626671791E0,-1.057231426E0,-3.895132542E-1
1.835603621E1,-1.671715498E0,-8.745456934E-1,-4.176708758E-1
1.836608221E1,-1.687032342E0,-9.409255385E-1,-3.831858635E-1
1.837612821E1,-1.737061977E0,-7.357454896E-1,-3.985396624E-1
1.838617421E1,-1.808923841E0,-7.301523089E-1,-4.312704504E-1
1.839622121E1,-1.720519185E0,-9.871689677E-1,-3.829186261E-1
1.840626721E1,-1.612506390E0,-8.011109233E-1,-3.224960268E-1
1.841631321E1,-1.678891659E0,-8.325402737E-1,-4.223543406E-1
1.842635921E1,-1.665496945E0,-8.872248530E-1,-4.215745628E-1
1.843640521E1,-1.624770641E0,-8.264538646E-1,-3.302489221E-1
1.844645121E1,-1.654334903E0,-8.787863255E-1,-3.094397783E-1
1.845649721E1,-1.671601176E0,-8.426530957E-1,-3.314486742E-1
1.846654321E1,-1.675832152E0,-7.739413977E-1,-3.273636401E-1
1.847658921E1,-1.718334913E0,-7.610478401E-1,-3.353301883E-1
1.848663488E1,-1.771810174E0,-7.667419314E-1,-4.327448905E-1
1.849668188E1,-1.776606798E0,-7.773860097E-1,-4.302635491E-1
1.850672788E1,-1.792755127E0,-3.894238770E-1,-3.833777905E-1
1.851677387E1,-2.041939497E0,-9.716237187E-1,-4.004097283E-1
1.852681987E1,-1.773393393E0,-9.458605647E-1,-3.260441422E-1
1.853686588E1,-1.747998476E0,-5.591887832E-1,-4.065744877E-1
1.854691188E1,-1.824332118E0,-1.069538593E0,-4.907713830E-1
1.855695788E1,-1.743741155E0,-9.861366749E-1,-4.739136398E-1
1.856700388E1,-1.718990326E0,-9.350205064E-1,-4.099690318E-1
1.857704988E1,-1.768613458E0,-1.025590658E0,-5.228393674E-1
1.858709688E1,-1.631029844E0,-9.281319976E-1,-2.423494011E-1
1.859714288E1,-1.588179231E0,-4.780419469E-1,-1.287070941E-2
1.860718888E1,-1.535028696E0,-6.643329859E-1,2.256635576E-1
1.861723487E1,-1.680077672E0,-4.461584091E-1,4.752115905E-1
1.862728087E1,-1.851012707E0,-4.148332477E-1,-1.172679737E-1
1.863732688E1,-1.651962280E0,-7.951515317E-1,1.462289393E-1
1.864737288E1,-1.784315825E0,-4.430634975E-1,-3.508093357E-1
1.865741888E1,-1.879012227E0,-5.202789903E-1,-4.368136823E-1
1.866746488E1,-1.669653893E0,-5.242939591E-1,-3.073518276E-1
1.867751088E1,-1.612146378E0,-3.250405192E-1,-1.464771926E-1
1.868755788E1,-1.664625049E0,-3.816673160E-1,-1.744094938E-1
1.869760388E1,-1.690154195E0,-3.845399618E-1,-1.674444526E-1
1.870764988E1,-1.700514674E0,-3.125661910E-1,-9.199950099E-2
1.871769588E1,-1.686416864E0,-4.547259808E-1,-1.837461442E-1
1.872774187E1,-1.793186545E0,-3.755536675E-1,-3.493806720E-1
1.873778787E1,-1.791820407E0,-4.222454727E-1,-3.226824701E-1
1.874783388E1,-1.679648399E0,-4.487047791E-1,-2.756928504E-1
1.875787988E1,-1.583524108E0,-3.519157171E-1,-1.402095854E-1
1.876792588E1,-1.671095252E0,-2.916710079E-1,-1.987360120E-1
1.877797288E1,-1.622036815E0,-3.512179852E-1,-1.342973709E-1
1.878801888E1,-1.598451376E0,-3.378491402E-1,-1.663654745E-1
1.879806488E1,-1.550447822E0,-3.865909576E-1,-1.042330191E-1
1.880811088E1,-1.502267003E0,-3.950217366E-1,-1.262874603E-1
1.881815688E1,-1.452675939E0,-3.741476238E-1,-9.719199687E-2
1.882820287E1,-1.457957506E0,-4.017619193E-1,-1.450633854E-1
1.883824887E1,-1.429716825E0,-4.101429880E-1,-1.561192572E-1
1.884829488E1,-1.396111488E0,-4.678651392E-1,-1.509548575E-1
1.885834088E1,-1.364728808E0,-4.882774949E-1,-1.228196993E-1
1.886838688E1,-1.389109731E0,-4.741078913E-1,-9.904805571E-2
1.887843388E1,-1.362612844E0,-4.818895757E-1,-1.255268306E-1
1.888847988E1,-1.283137918E0,-4.649217725E-1,-5.690889060E-2
1.889852588E1,-1.290933967E0,-3.998638093E-1,-9.454143047E-2
1.890857188E1,-1.275502086E0,-3.599472940E-1,-6.563813984E-2
1.891861788E1,-1.341926694E0,-2.839204669E-1,-6.077518314E-2
1.892866388E1,-1.360473275E0,-3.673751652E-1,-6.180822104E-2
1.893870987E1,-1.294175625E0,-4.026401937E-1,-4.965586960E-2
1.894875587E1,-1.301392317E0,-4.306118786E-1,-6.801889837E-2
1.895880188E1,-1.328282237E0,-4.296763241E-1,-1.229713634E-1
1.896884888E1,-1.290159941E0,-4.831118584E-1,-1.058102176E-1
1.897889488E1,-1.240824819E0,-4.875968397E-1,-3.983089700E-2
1.898894088E1,-1.195684195E0,-4.200830460E-1,3.902849555E-2
1.899898688E1,-1.248227119E0,-3.866991401E-1,5.875991657E-2
1.900903288E1,-1.192995548E0,-3.563044965E-1,9.521059692E-2
1.901907888E1,-1.183245063E0,-3.316568732E-1,1.230767742E-1
1.902912488E1,-1.193380594E0,-3.938408792E-1,1.073311046E-1
1.903917087E1,-1.210731745E0,-4.885089397E-1,3.813099116E-2
1.904921687E1,-1.186664462E0,-4.455129802E-1,-7.139230520E-2
1.905926288E1,-1.268848181E0,-4.345739186E-1,6.414491683E-2
1.906930988E1,-1.290228128E0,-2.543972135E-1,2.228322066E-2
1.907935588E1,-1.293043137E0,-3.195024431E-1,-1.893044710E-1
1.908940188E1,-1.197493911E0,-3.729611337E-1,-1.673938334E-1
1.909944788E1,-1.134673357E0,-1.781116128E-1,-1.504960358E-1
1.910949388E1,-1.146075964E0,-4.611313343E-1,-1.758964658E-1
1.911953988E1,-9.940773845E-1,-5.672934651E-1,-1.564159691E-1
1.912958588E1,-9.146374464E-1,-4.492959678E-1,-1.714005172E-1
1.913963188E1,-9.053280950E-1,-4.523758888E-1,-2.053311765E-1
1.914967787E1,-8.448887467E-1,-5.497197509E-1,-2.207753807E-1
1.915972488E1,-7.800420523E-1,-5.435749292E-1,-2.147128433E-1
1.916977088E1,-7.967289090E-1,-6.017239690E-1,-1.908256263E-1
1.917981688E1,-7.576943636E-1,-6.743168831E-1,-2.076398134E-1
1.918986288E1,-7.501091361E-1,-6.658397913E-1,-2.115045935E-1
1.919990888E1,-7.264938951E-1,-6.395930648E-1,-2.177993804E-1
1.920995488E1,-7.332977653E-1,-7.210032344E-1,-2.346510738E-1
1.922000088E1,-7.729167938E-1,-7.679681778E-1,-2.221200615E-1
1.923004688E1,-7.091854811E-1,-7.975252867E-1,-1.839710772E-1
1.924009288E1,-6.606715322E-1,-8.006089926E-1,-2.313283533E-1
1.925013887E1,-7.139531374E-1,-8.132874966E-1,-2.245045453E-1
1.926018487E1,-6.947347522E-1,-8.689703941E-1,-1.810133904E-1
1.927023188E1,-6.311839819E-1,-8.784821630E-1,-1.805939525E-1
1.928027788E1,-5.760568380E-1,-8.849577904E-1,-1.187412217E-1
1.929032388E1,-6.433131099E-1,-8.751029968E-1,-8.793297410E-2
1.930036988E1,-6.425077319E-1,-8.814194202E-1,-7.226994634E-2
1.931041588E1,-8.118104935E-1,-7.594780326E-1,-1.881715059E-1
1.932046188E1,-9.409371614E-1,-7.847186923E-1,-3.784547448E-1
1.933050788E1,-8.658147454E-1,-7.341095805E-1,-3.609125018E-1
1.934055388E1,-8.709805608E-1,-7.315220833E-1,-3.984107077E-1
1.935059988E1,-8.243145347E-1,-7.489977479E-1,-4.335777462E-1
1.936064587E1,-8.271736503E-1,-7.616666555E-1,-4.647983015E-1
