Time (s),X (rad/s),Y (rad/s),Z (rad/s)
3.309359083E1,-6.479293704E-1,1.636712551E0,1.080785513E0
3.310363683E1,-6.304828525E-1,1.696753144E0,1.121966600E0
3.311368283E1,-5.664615035E-1,1.709076405E0,1.075226784E0
3.312372883E1,-5.700668097E-1,1.649658561E0,1.146386385E0
3.313377483E1,-5.639580488E-1,1.705388427E0,1.119031429E0
3.314382083E1,-5.845301747E-1,1.693509936E0,1.061746597E0
3.315386683E1,-5.771660209E-1,1.694283009E0,1.090735912E0
3.316391283E1,-5.254921913E-1,1.742890358E0,1.079555273E0
3.317395883E1,-4.950330257E-1,1.713330626E0,1.152473688E0
3.318400483E1,-5.666828752E-1,1.701369286E0,1.194298506E0
3.319405083E1,-5.367090106E-1,1.681804895E0,1.190127373E0
3.320409683E1,-4.927474558E-1,1.571719170E0,1.174556494E0
3.321414283E1,-5.291725993E-1,1.478443265E0,1.072732449E0
3.322418883E1,-4.696955979E-1,1.512020350E0,1.172163844E0
3.323423483E1,-3.870611489E-1,1.457880139E0,1.113817215E0
3.324428083E1,-2.284779102E-1,1.433854103E0,1.224147558E0
3.325432683E1,-2.532799244E-1,1.367654800E0,1.196056604E0
3.326437283E1,-2.178556770E-1,1.396202207E0,1.035105586E0
3.327441883E1,-3.102439344E-1,1.369373798E0,1.045910835E0
3.328446483E1,-3.363662064E-1,1.449142456E0,1.147361875E0
3.329451083E1,-3.688032329E-1,1.580744147E0,1.087311149E0
3.330455683E1,-3.743911684E-1,1.635067940E0,1.206523776E0
3.331460383E1,-3.864901662E-1,1.690382242E0,1.177185893E0
3.332464983E1,-4.691626728E-1,1.731791258E0,1.214579582E0
3.333469583E1,-4.936648309E-1,1.731274843E0,1.199802756E0
3.334474183E1,-6.130778790E-1,1.735617638E0,1.105543017E0
3.335478783E1,-7.129235268E-1,1.726918697E0,1.086874485E0
3.336483383E1,-7.129933834E-1,1.723785758E0,1.100234270E0
3.337487983E1,-7.204558253E-1,1.708231091E0,1.119776726E0
3.338492583E1,-7.455293536E-1,1.592318535E0,1.042368531E0
3.339497183E1,-7.621123195E-1,1.558140874E0,1.130243063E0
3.340501783E1,-7.023216486E-1,1.533705473E0,1.041017413E0
3.341506383E1,-4.712303579E-1,1.529240727E0,8.962365389E-1
3.342510983E1,-2.999856472E-1,1.270530343E0,9.299522042E-1
3.343515583E1,-2.380626202E-1,1.208083391E0,9.329198003E-1
3.344520183E1,3.769078851E-2,1.231687427E0,1.014154196E0
3.345524783E1,-6.767451018E-2,1.240882039E0,1.048496962E0
3.346529383E1,2.222594991E-2,1.333730221E0,1.047492862E0
3.347533983E1,-4.385666549E-2,1.257717371E0,1.041430235E0
3.348538583E1,-2.427888960E-1,1.282443762E0,9.028175473E-1
3.349543183E1,-3.438494503E-1,1.270876050E0,9.648633599E-1
3.350547833E1,-3.552785218E-1,1.366344094E0,9.483422041E-1
3.351552433E1,-4.008412063E-1,1.355019450E0,9.127804637E-1
3.352557033E1,-3.065991402E-1,1.310428381E0,9.301730990E-1
3.353561633E1,-3.137071133E-1,1.454161406E0,8.932396173E-1
3.354566233E1,-4.387955964E-1,1.384477735E0,9.162864089E-1
3.355570833E1,-4.147286117E-1,1.369433284E0,9.375381470E-1
3.356575433E1,-4.348344505E-1,1.318687439E0,9.160642028E-1
3.357580033E1,-4.698622227E-1,1.267182469E0,9.129964709E-1
3.358584633E1,-4.618770778E-1,1.272160769E0,9.190998077E-1
3.359589233E1,-5.355927944E-1,1.217670918E0,8.969904184E-1
3.360593833E1,-4.618895650E-1,1.248945951E0,9.575166702E-1
3.361598433E1,-4.816928506E-1,1.144925475E0,9.733585119E-1
3.362603033E1,-5.263867378E-1,1.115683913E0,1.043411970E0
3.363607633E1,-5.649431348E-1,1.042650104E0,9.657493234E-1
3.364612233E1,-6.309970021E-1,1.026234031E0,1.040147781E0
3.365616833E1,-5.687730908E-1,1.022106647E0,1.006148219E0
3.366621433E1,-5.927820802E-1,9.197379947E-1,1.005026340E0
3.367626033E1,-5.574936271E-1,9.253271222E-1,1.019192815E0
3.368630633E1,-5.822268724E-1,8.257458210E-1,9.051812887E-1
3.369635233E1,-5.809890628E-1,7.843653560E-1,9.101291895E-1
3.370639833E1,-5.979468822E-1,7.978591323E-1,8.841720819E-1
3.371644433E1,-6.293327212E-1,7.796058059E-1,8.729673624E-1
3.372649033E1,-6.134009361E-1,8.156454563E-1,9.167639613E-1
3.373653633E1,-6.710749269E-1,8.039520383E-1,8.504038453E-1
3.374658233E1,-6.503781676E-1,7.257950902E-1,8.349058628E-1
3.375662833E1,-6.735314131E-1,7.372772694E-1,8.873988986E-1
3.376667433E1,-6.795010567E-1,7.279697061E-1,8.427150846E-1
3.377672033E1,-6.546207666E-1,6.858618855E-1,8.952632546E-1
3.378676633E1,-6.797574759E-1,6.439414024E-1,8.528330922E-1
3.379681233E1,-6.508017182E-1,6.337739825E-1,8.327443004E-1
3.380685833E1,-6.421951652E-1,5.935866833E-1,8.025690317E-1
3.381690433E1,-6.148535609E-1,5.816652775E-1,8.146898746E-1
3.382695033E1,-6.524158120E-1,5.175804496E-1,7.918983102E-1
3.383699633E1,-7.422186732E-1,4.930753410E-1,7.969796062E-1
3.384704233E1,-6.671362519E-1,4.833934903E-1,7.340392470E-1
3.385708833E1,-6.626142263E-1,4.204773903E-1,7.259773016E-1
3.386713433E1,-6.262072325E-1,4.084571004E-1,7.275837064E-1
3.387718133E1,-6.094780564E-1,3.201163113E-1,6.255484223E-1
3.388722733E1,-6.603253484E-1,2.738568485E-1,6.597607732E-1
3.389727333E1,-6.508666277E-1,2.758323848E-1,5.627452731E-1
3.390731933E1,-6.331762671E-1,1.733720601E-1,5.750426650E-1
3.391736533E1,-6.270731091E-1,2.254155576E-1,5.738567710E-1
3.392741133E1,-6.745175719E-1,2.363257557E-1,4.699272513E-1
3.393745733E1,-6.950806379E-1,1.356947571E-1,5.484912992E-1
3.394750333E1,-7.054016590E-1,1.808672100E-1,4.734299183E-1
3.395754933E1,-6.580029726E-1,9.491208196E-2,4.323812723E-1
3.396759533E1,-6.048423648E-1,8.904948086E-2,4.574647844E-1
3.397764133E1,-6.886933446E-1,5.456713587E-2,4.173581004E-1
3.398768733E1,-7.395595908E-1,4.463654011E-3,4.675524533E-1
3.399773333E1,-7.153458595E-1,-4.821457434E-3,3.939599991E-1
3.400777933E1,-6.908451319E-1,-5.845937505E-2,3.544844091E-1
3.401782533E1,-6.880857944E-1,-8.704228699E-2,4.554416537E-1
3.402787133E1,-7.201775312E-1,-5.024826899E-2,4.243522882E-1
3.403791733E1,-7.769771814E-1,-1.024472937E-1,4.555935562E-1
3.404796333E1,-8.241582513E-1,-8.888020366E-2,4.571818113E-1
3.405800933E1,-8.489927649E-1,-1.088256836E-1,4.317438006E-1
3.406805533E1,-8.497740030E-1,-1.512545496E-1,4.698855281E-1
3.407810133E1,-8.806645274E-1,-1.557896435E-1,4.315890074E-1
3.408814733E1,-9.199787974E-1,-2.115762979E-1,4.581381977E-1
3.409819333E1,-9.498198032E-1,-2.391946167E-1,4.448508918E-1
3.410823933E1,-9.201037288E-1,-2.744788527E-1,4.258007705E-1
3.411828533E1,-9.141134620E-1,-2.782799900E-1,4.232457280E-1
3.412833133E1,-8.932052851E-1,-3.031174242E-1,3.687860072E-1
3.413837733E1,-8.931267262E-1,-3.549491763E-1,4.014057219E-1
3.414842333E1,-8.764870167E-1,-3.738435209E-1,3.823725879E-1
3.415846933E1,-9.216731191E-1,-4.541471601E-1,3.104278445E-1
3.416851533E1,-8.984715939E-1,-4.853852093E-1,3.859826624E-1
3.417856133E1,-9.493052363E-1,-4.291863739E-1,2.881213427E-1
3.418860733E1,-9.316035509E-1,-4.919437468E-1,3.324523270E-1
3.419865333E1,-9.414391518E-1,-4.600212574E-1,3.001438975E-1
3.420869933E1,-8.854397535E-1,-4.855692089E-1,2.289664149E-1
3.421874533E1,-9.296514392E-1,-5.052282810E-1,3.003208041E-1
3.422879133E1,-9.938556552E-1,-4.703499377E-1,2.422937304E-1
3.423883733E1,-9.589269757E-1,-5.286577344E-1,2.702140510E-1
3.424888333E1,-9.227859378E-1,-5.588017106E-1,2.137926668E-1
3.425892933E1,-9.038162827E-1,-5.363443494E-1,2.040060908E-1
3.426897533E1,-8.989108801E-1,-5.537532568E-1,2.048424631E-1
3.427902133E1,-9.637578130E-1,-5.507375002E-1,1.664817631E-1
3.428906733E1,-9.371603727E-1,-5.946316719E-1,2.122904956E-1
3.429911333E1,-9.617741108E-1,-5.843577385E-1,1.848684549E-1
3.430915933E1,-9.478976727E-1,-6.587295532E-1,2.052676827E-1
3.431920533E1,-9.752107859E-1,-6.398704052E-1,2.783432305E-1
3.432925133E1,-1.028509736E0,-6.706731319E-1,2.415318340E-1
3.433929733E1,-1.010479808E0,-6.815190911E-1,3.518663347E-1
3.434934333E1,-1.031526923E0,-7.024831176E-1,2.662521899E-1
3.435938933E1,-1.046967387E0,-7.702379227E-1,4.017730057E-1
3.436943533E1,-1.155835032E0,-7.392124534E-1,3.219338059E-1
3.437948133E1,-1.128380179E0,-8.679261804E-1,3.472157419E-1
3.438952733E1,-1.187242031E0,-8.117946982E-1,3.123052120E-1
3.439957333E1,-1.205189824E0,-8.644530773E-1,-5.490580946E-2
3.440961933E1,-1.141730785E0,-9.829532504E-1,3.284627199E-1
3.441966533E1,-1.183788538E0,-9.043458104E-1,2.070180625E-1
3.442971133E1,-1.130524158E0,-1.017969489E0,2.317028642E-1
3.443975733E1,-1.037086010E0,-1.087871790E0,1.723183692E-1
3.444980333E1,-1.065176487E0,-1.017101049E0,1.647904217E-1
3.445984933E1,-1.052596569E0,-9.885972142E-1,1.554182172E-1
3.446989533E1,-1.168110728E0,-1.016278148E0,1.456342041E-1
3.447994133E1,-1.141104579E0,-1.049016714E0,1.396543533E-1
3.448998733E1,-1.190484762E0,-1.058377981E0,6.864619255E-2
3.450003363E1,-1.289432645E0,-9.721898437E-1,2.036394328E-1
3.451007963E1,-1.360900044E0,-8.777014613E-1,1.840513200E-1
3.452012563E1,-1.258918047E0,-9.506358504E-1,2.080141753E-1
3.453017163E1,-1.242105842E0,-8.828405738E-1,2.195976526E-1
3.454021763E1,-1.275675297E0,-9.128711820E-1,1.771788299E-1
3.455026362E1,-1.229125857E0,-1.004524708E0,1.797360629E-1
3.456030962E1,-1.265226841E0,-1.039272070E0,1.291959137E-1
3.457035563E1,-1.280491590E0,-1.010079265E0,2.242349535E-1
3.458040163E1,-1.436836481E0,-9.453582764E-1,1.653154492E-1
3.459044763E1,-1.398845553E0,-1.034396291E0,1.627835184E-1
3.460049363E1,-1.444254518E0,-1.008441925E0,1.619307697E-1
3.461053963E1,-1.490133882E0,-1.095648289E0,1.051640511E-1
3.462058563E1,-1.457148790E0,-1.134504080E0,1.123924032E-1
3.463063163E1,-1.401275277E0,-1.140842915E0,-8.534201235E-2
3.464067763E1,-1.379444003E0,-1.153964639E0,2.520280182E-1
3.465072363E1,-1.354219198E0,-1.098235011E0,2.369266599E-1
3.466076962E1,-1.280056357E0,-1.151636243E0,1.761741042E-1
3.467081562E1,-1.303898454E0,-1.198626399E0,2.003093511E-1
3.468086163E1,-1.239839792E0,-1.207173109E0,2.459463477E-1
3.469090763E1,-1.282558560E0,-1.163854480E0,2.130587697E-1
3.470095363E1,-1.257237196E0,-1.222287416E0,2.000827789E-1
3.471099963E1,-1.235639215E0,-1.260880470E0,1.435906142E-1
3.472104563E1,-1.254417658E0,-1.336068153E0,2.077062279E-1
3.473109163E1,-1.440413237E0,-1.304464102E0,1.527396739E-1
3.474113763E1,-1.405314922E0,-1.423237562E0,1.578353643E-1
3.475118363E1,-1.426978827E0,-1.456959724E0,1.097868532E-1
3.476122963E1,-1.316387415E0,-1.478046656E0,2.009487301E-1
3.477127562E1,-1.396951079E0,-1.377439737E0,1.580027938E-1
3.478132162E1,-1.321363926E0,-1.384027362E0,2.513412535E-1
3.479136763E1,-1.408118367E0,-1.327814937E0,2.173684388E-1
3.480141363E1,-1.350344539E0,-1.327905178E0,3.099095523E-1
3.481145963E1,-1.408635378E0,-1.217057586E0,2.732091248E-1
3.482150563E1,-1.521830916E0,-1.254612207E0,3.811060190E-1
3.483155163E1,-1.658062577E0,-1.166544557E0,4.155424535E-1
3.484159763E1,-1.595305443E0,-1.151562691E0,4.829686284E-1
3.485164363E1,-1.618990183E0,-1.122262955E0,5.359432697E-1
3.486168963E1,-1.604718566E0,-1.147201061E0,6.500421762E-1
3.487173563E1,-1.627214074E0,-1.165333629E0,6.000043750E-1
3.488178162E1,-1.707112432E0,-1.335681319E0,4.984124899E-1
3.489182762E1,-1.805183887E0,-1.431077361E0,3.790673614E-1
3.490187363E1,-1.768576622E0,-1.384928584E0,4.468155205E-1
3.491191963E1,-1.743671298E0,-1.348278403E0,4.047309458E-1
3.492196563E1,-1.729940295E0,-1.504984379E0,3.854059875E-1
3.493201163E1,-1.727946758E0,-1.507408738E0,3.965106905E-1
3.494205763E1,-1.688652873E0,-1.491435409E0,3.951242566E-1
3.495210363E1,-1.663580179E0,-1.482341051E0,4.000495374E-1
3.496214963E1,-1.698118210E0,-1.442146420E0,2.689863145E-1
3.497219563E1,-1.618330598E0,-1.449266434E0,3.328503072E-1
3.498224163E1,-1.498777747E0,-1.402382255E0,2.407342494E-1
3.499228763E1,-1.598297834E0,-1.434975147E0,2.724829912E-1
3.500233362E1,-1.492964745E0,-1.395432830E0,4.736733735E-1
3.501237962E1,-1.427870274E0,-1.226698041E0,3.979464471E-1
3.502242563E1,-1.507100105E0,-1.187155128E0,5.152091980E-1
3.503247163E1,-1.523333073E0,-1.204573393E0,4.969448149E-1
3.504251763E1,-1.501391768E0,-1.264518023E0,5.373013616E-1
3.505256363E1,-1.557398915E0,-1.201994658E0,5.351237059E-1
3.506260963E1,-1.607346177E0,-1.220222116E0,5.050092340E-1
3.507265563E1,-1.644714594E0,-1.195222259E0,4.753852189E-1
3.508270163E1,-1.614941001E0,-1.306023598E0,4.472840726E-1
3.509274763E1,-1.546804309E0,-1.283795118E0,4.603214264E-1
3.510279363E1,-1.726560712E0,-1.313195348E0,4.579123259E-1
3.511283962E1,-1.661465287E0,-1.419131160E0,3.720256686E-1
3.512288562E1,-1.709455252E0,-1.398360610E0,3.493765295E-1
3.513293163E1,-1.643593431E0,-1.423777223E0,4.051838815E-1
3.514297763E1,-1.618898153E0,-1.402855754E0,3.356141746E-1
3.515302363E1,-1.578801870E0,-1.434364676E0,3.816472292E-1
3.516306963E1,-1.480142474E0,-1.338076711E0,4.232032001E-1
3.517311563E1,-1.453001857E0,-1.298855782E0,3.872930706E-1
3.518316163E1,-1.446961522E0,-1.292199016E0,4.768900871E-1
3.519320763E1,-1.435063004E0,-1.225347161E0,4.473710060E-1
3.520325363E1,-1.465824962E0,-1.201470852E0,5.416969657E-1
3.521329963E1,-1.450216293E0,-1.144164681E0,6.055692434E-1
3.522334562E1,-1.411198854E0,-1.195173502E0,5.863326788E-1
3.523339162E1,-1.448495030E0,-1.179213524E0,6.489027143E-1
3.524343763E1,-1.505314350E0,-1.128597975E0,5.890718699E-1
3.525348363E1,-1.551212430E0,-1.209981561E0,5.365529060E-1
3.526352963E1,-1.581086397E0,-1.233415008E0,4.660523832E-1
3.527357563E1,-1.649558067E0,-1.206380248E0,4.528969228E-1
3.528362163E1,-1.596264839E0,-1.268879056E0,4.703486264E-1
3.529366763E1,-1.607007384E0,-1.226236105E0,3.535404503E-1
3.530371363E1,-1.618530869E0,-1.311504602E0,3.322061300E-1
3.531375963E1,-1.522714376E0,-1.291886330E0,3.247911334E-1
3.532380563E1,-1.456931949E0,-1.233777761E0,3.071461022E-1
3.533385162E1,-1.385792017E0,-1.277659297E0,3.543502688E-1
3.534389762E1,-1.407029390E0,-1.228536010E0,2.780741453E-1
3.535394362E1,-1.339638472E0,-1.226517677E0,3.230782449E-1
3.536398963E1,-1.274160624E0,-1.168692946E0,3.112247884E-1
3.537403563E1,-1.320495367E0,-1.141527772E0,2.975706756E-1
3.538408163E1,-1.349126220E0,-1.142590046E0,3.558036387E-1
3.539412763E1,-1.337770224E0,-1.117286086E0,3.850717843E-1
3.540417363E1,-1.345932722E0,-1.089797974E0,4.607585371E-1
3.541421963E1,-1.275924325E0,-1.157045722E0,5.007441640E-1
3.542426563E1,-1.305669665E0,-1.158004999E0,4.652711153E-1
3.543431163E1,-1.308309197E0,-1.151831269E0,4.962789714E-1
3.544435763E1,-1.320317745E0,-1.122085094E0,4.942802787E-1
3.545440362E1,-1.356605291E0,-1.172571182E0,4.667835832E-1
3.546444962E1,-1.313929677E0,-1.158132792E0,4.973401725E-1
3.547449563E1,-1.291925192E0,-1.157713413E0,3.739308417E-1
3.548454163E1,-1.333987951E0,-1.182889581E0,3.639269471E-1
3.549458763E1,-1.260178924E0,-1.176280618E0,3.399409354E-1
3.550463338E1,-1.144825697E0,-1.218371987E0,3.881720901E-1
3.551467937E1,-1.113291979E0,-1.106973767E0,3.255339861E-1
3.552472537E1,-1.102882743E0,-1.107462406E0,3.055312634E-1
3.553477138E1,-1.108738542E0,-1.076010346E0,3.308559656E-1
3.554481738E1,-1.031812668E0,-1.068435311E0,3.919209242E-1
3.555486338E1,-1.022414684E0,-1.024512529E0,3.064753413E-1
3.556490938E1,-1.049409628E0,-9.649932384E-1,3.591782451E-1
3.557495538E1,-1.046703815E0,-9.323440790E-1,5.135658979E-1
3.558500138E1,-1.005343556E0,-7.103205919E-1,6.426863670E-1
3.559504738E1,-9.708640575E-1,-8.208008409E-1,5.739604831E-1
3.560509338E1,-1.010642648E0,-9.190968275E-1,6.234068274E-1
3.561513938E1,-1.008040190E0,-9.005203247E-1,5.171263218E-1
3.562518537E1,-9.194653034E-1,-9.720600247E-1,4.624356329E-1
3.563523137E1,-9.856123328E-1,-1.033323646E0,3.867577612E-1
3.564527738E1,-8.624776602E-1,-1.183094740E0,4.470780790E-1
3.565532338E1,-8.055063486E-1,-1.177299857E0,2.718756497E-1
3.566536938E1,-8.332372904E-1,-1.288411498E0,2.091744542E-1
3.567541538E1,-7.435937524E-1,-1.250311971E0,1.861175150E-1
3.568546138E1,-6.948307753E-1,-1.107020617E0,4.862143844E-2
3.569550738E1,-5.953214169E-1,-1.036244750E0,1.517648995E-1
3.570555338E1,-4.199189544E-1,-9.118223786E-1,1.083354056E-1
3.571559938E1,-4.090546072E-1,-9.011117220E-1,8.138272911E-2
3.572564538E1,-4.141447246E-1,-7.877468467E-1,2.646047473E-1
3.573569137E1,-3.781535327E-1,-6.609391570E-1,2.262151986E-1
3.574573737E1,-3.052585423E-1,-6.719380021E-1,2.746860385E-1
3.575578338E1,-3.235583901E-1,-6.699370146E-1,3.378643095E-1
3.576582938E1,-3.230721056E-1,-7.300730348E-1,3.323592842E-1
3.577587538E1,-2.828094065E-1,-6.283530593E-1,4.714913964E-1
3.578592138E1,-2.926154435E-1,-7.013793588E-1,3.369828463E-1
3.579596738E1,-3.216894567E-1,-7.770963907E-1,2.538590729E-1
3.580601338E1,-3.145809472E-1,-7.208293676E-1,2.404553890E-1
3.581605938E1,-3.437917233E-1,-6.621801853E-1,2.311790884E-1
3.582610538E1,-3.057349026E-1,-6.566935778E-1,2.388346195E-1
3.583615138E1,-2.236477882E-1,-6.245055795E-1,3.491454422E-1
3.584619737E1,-2.807558179E-1,-4.978882372E-1,2.885161936E-1
3.585624337E1,-2.857523859E-1,-4.800997376E-1,2.662392259E-1
3.586628938E1,-3.505878448E-1,-5.047401190E-1,1.453090608E-1
3.587633538E1,-3.331640065E-1,-5.253770351E-1,1.601159275E-1
3.588638138E1,-1.695660055E-1,-4.474114180E-1,7.976941764E-2
3.589642738E1,-1.398475617E-1,-4.692294002E-1,5.307980999E-2
3.590647338E1,-1.244627386E-1,-4.201907516E-1,8.250614256E-2
3.591651938E1,-5.635530129E-2,-3.508145809E-1,8.209595829E-2
3.592656538E1,-3.735311329E-2,-3.244293034E-1,8.213750273E-2
3.593661138E1,-3.878930118E-3,-3.473879397E-1,6.517472863E-2
3.594665738E1,5.789522082E-2,-3.282419443E-1,7.755231112E-2
3.595670338E1,2.690936998E-2,-3.162779510E-1,1.139776334E-1
3.596674937E1,4.893957078E-2,-2.509959042E-1,1.658248454E-1
3.597679537E1,1.043734998E-1,-2.740214765E-1,1.031322926E-1
3.598684138E1,9.753503650E-2,-3.316107392E-1,1.359259337E-1
3.599688738E1,6.729162484E-2,-2.899075150E-1,1.621189862E-1
3.600693338E1,1.376693845E-1,-3.187852502E-1,2.013832927E-1
3.601697938E1,2.012811154E-1,-3.024645746E-1,1.755823195E-1
3.602702538E1,2.843592167E-1,-3.470706642E-1,1.907306463E-1
3.603707138E1,3.421622217E-1,-2.972223461E-1,2.634843886E-1
3.604711738E1,3.299425840E-1,-3.180282712E-1,2.223412097E-1
3.605716338E1,2.906363010E-1,-2.825233638E-1,2.730382979E-1
3.606720938E1,2.612406015E-1,-2.132729292E-1,4.322276711E-1
3.607725537E1,2.366907895E-1,-1.257338524E-1,6.621763706E-1
3.608730137E1,2.331091017E-1,-7.147408277E-2,8.479781747E-1
3.609734738E1,2.673328519E-1,-8.020765334E-2,1.075182199E0
3.610739338E1,2.812830210E-1,-8.042150736E-2,1.081084132E0
3.611743938E1,3.263742924E-1,-7.930196822E-2,6.978182197E-1
3.612748538E1,2.566812336E-1,-1.224909797E-1,6.002812982E-1
3.613753138E1,1.165781841E-1,-1.873049885E-2,5.839931369E-1
3.614757738E1,-1.620993018E-2,9.410751984E-3,6.005402803E-1
3.615762338E1,-7.015081495E-2,3.140411153E-2,6.911357641E-1
3.616766938E1,-1.409291178E-1,4.142585397E-2,6.323491931E-1
3.617771538E1,-8.090497553E-2,5.206184089E-2,6.246308684E-1
3.618776137E1,-8.784038574E-2,9.381727129E-2,5.085444450E-1
3.619780737E1,-5.044654012E-2,1.511919196E-3,3.299200535E-1
3.620785338E1,-1.134116575E-1,4.054054618E-2,3.257375658E-1
3.621789938E1,-1.261604726E-1,7.855915278E-2,2.878072858E-1
3.622794538E1,-1.183912382E-1,-4.170227796E-2,3.625414670E-1
3.623799138E1,3.067105450E-2,-7.601305842E-2,4.281026423E-1
3.624803738E1,1.106087640E-1,-7.102442533E-2,4.896685481E-1
3.625808338E1,4.721423984E-2,-8.164928108E-2,5.529593229E-1
3.626812938E1,1.452420056E-1,-3.819687665E-2,5.900366306E-1
3.627817538E1,9.443818033E-2,1.730125397E-2,5.774865150E-1
3.628822138E1,9.822099470E-3,3.171614558E-2,6.123055220E-1
3.629826737E1,-8.856644854E-3,2.627671324E-2,6.014725566E-1
3.630831337E1,3.830793872E-2,-1.747316495E-2,5.532962084E-1
3.631835938E1,-1.001635492E-1,1.439133883E-1,6.346584558E-1
3.632840538E1,-1.226752549E-1,2.631250024E-1,7.246198058E-1
3.633845138E1,1.671016682E-3,1.371816099E-1,9.862728715E-1
3.634849738E1,-8.954970539E-2,-4.937175289E-2,1.334066272E0
3.635854338E1,-2.149668038E-1,-2.715196460E-2,1.582619429E0
3.636858938E1,-2.428716719E-1,-1.038571298E-1,1.480422020E0
3.637863538E1,-2.055968046E-1,-2.000292540E-1,8.514403105E-1
3.638868138E1,-3.708025515E-1,-1.351602376E-1,8.741221428E-1
3.639872738E1,-4.967210293E-1,-2.651126385E-1,8.401105404E-1
3.640877338E1,-4.904162884E-1,-3.817907870E-1,7.853927016E-1
3.641881937E1,-4.476938844E-1,-3.262199163E-1,9.570659995E-1
3.642886537E1,-4.295825362E-1,-2.569732070E-1,1.007839918E0
3.643891138E1,-3.829508424E-1,-2.963757813E-1,9.009844065E-1
3.644895738E1,-3.252505362E-1,-4.096346796E-1,7.152936459E-1
3.645900338E1,-4.151620269E-1,-3.676655293E-1,7.192343473E-1
3.646904938E1,-4.462882578E-1,-3.080123067E-1,7.596853375E-1
3.647909538E1,-2.375563234E-1,-4.382997453E-1,8.503619432E-1
3.648914138E1,-1.113629714E-1,-4.011324048E-1,1.082755446E0
3.649918738E1,-1.212510169E-1,-2.528228164E-1,1.380476356E0
3.650923308E1,-2.584165931E-1,-1.543159634E-1,1.384757638E0
3.651927908E1,-3.624439836E-1,-1.788736284E-1,1.067032933E0
3.652932508E1,-6.113030314E-1,-2.327842712E-1,1.233576417E0
3.653937108E1,-6.403556466E-1,-2.992260754E-1,1.352717996E0
3.654941708E1,-7.127912045E-1,-1.827122569E-1,9.640139341E-1
3.655946308E1,-6.720248461E-1,-4.048795104E-1,9.286612272E-1
3.656950908E1,-6.103678346E-1,-4.422000051E-1,1.044595242E0
3.657955508E1,-5.139321685E-1,-4.641346037E-1,1.041917801E0
3.658960108E1,-5.073978305E-1,-5.622145534E-1,9.982731342E-1
3.659964708E1,-5.164927244E-1,-5.388306379E-1,1.038109779E0
3.660969308E1,-5.306404829E-1,-5.287604332E-1,1.056032658E0
3.661973908E1,-4.451280534E-1,-5.698904395E-1,1.148903608E0
3.662978508E1,-3.613673747E-1,-5.857940912E-1,1.143700361E0
3.663983108E1,-4.086165130E-1,-5.483701825E-1,1.062627554E0
3.664987708E1,-4.727984369E-1,-6.255877614E-1,1.059145212E0
3.665992308E1,-4.561880827E-1,-6.378486156E-1,9.359363914E-1
3.666996908E1,-3.576686978E-1,-6.542840004E-1,9.662261009E-1
3.668001508E1,-5.010001063E-1,-6.775678396E-1,9.917234778E-1
3.669006108E1,-3.391192853E-1,-6.671786308E-1,1.039174080E0
3.670010708E1,-4.425073862E-1,-6.402823925E-1,8.896121979E-1
3.671015308E1,-5.470287204E-1,-4.463185072E-1,1.214641333E0
3.672019908E1,-4.187267125E-1,-6.496499181E-1,9.309692979E-1
3.673024508E1,-4.144555330E-1,-7.991475463E-1,9.636089802E-1
3.674029108E1,-5.207599401E-1,-6.894727349E-1,1.027710795E0
3.675033708E1,-4.344511330E-1,-7.668093443E-1,9.634974599E-1
3.676038308E1,-4.745617807E-1,-8.496426940E-1,8.811684847E-1
3.677042908E1,-4.719239175E-1,-8.007595539E-1,9.350000024E-1
3.678047508E1,-4.096744061E-1,-9.025314450E-1,9.331411719E-1
3.679052108E1,-4.362370372E-1,-7.848272324E-1,9.981970787E-1
3.680056708E1,-3.396788836E-1,-1.004491687E0,8.959206939E-1
3.681061308E1,-3.665805459E-1,-8.913140297E-1,9.429875612E-1
3.682065908E1,-4.047605395E-1,-9.185202718E-1,8.219971061E-1
3.683070508E1,-3.721514642E-1,-9.920597672E-1,7.880365252E-1
3.684075108E1,-2.568756342E-1,-1.037036657E0,6.614046097E-1
3.685079708E1,-2.941106260E-1,-9.938806295E-1,7.401801348E-1
3.686084308E1,-1.784662902E-1,-1.098686814E0,7.279846668E-1
3.687088908E1,-1.433844715E-1,-1.095289469E0,6.537040472E-1
3.688093508E1,-1.710276753E-1,-1.106282234E0,7.041874528E-1
3.689098108E1,-2.859382331E-2,-1.213661194E0,7.161440253E-1
3.690102708E1,1.500542974E-3,-1.167766929E0,6.904290915E-1
3.691107308E1,-1.879860274E-2,-1.161017418E0,7.237369418E-1
3.692111908E1,-1.204897836E-2,-1.083108544E0,8.996416926E-1
3.693116508E1,-9.453932941E-2,-9.934989214E-1,7.747488022E-1
3.694121108E1,-1.735683680E-1,-9.838455319E-1,8.208800554E-1
3.695125708E1,-1.163335741E-1,-1.152023077E0,8.985852599E-1
3.696130308E1,-9.171632677E-2,-9.632893801E-1,7.715246081E-1
3.697134908E1,-1.588547416E-2,-1.215483427E0,6.421943307E-1
3.698139508E1,2.163044363E-2,-1.245964885E0,5.984440446E-1
3.699144108E1,2.879780903E-2,-1.266835570E0,5.754079819E-1
3.700148708E1,4.767908528E-2,-1.297886610E0,5.064854026E-1
3.701153308E1,1.315542907E-1,-1.343561053E0,4.234821200E-1
