"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.796287188E1,1.796264648E-2,4.083508301E-1,9.992021484E0
4.797289388E1,-1.886077881E-2,4.067042542E-1,1.000294876E1
4.798291488E1,-4.864883423E-2,4.240681458E-1,9.980495453E0
4.799293588E1,-8.202941895E-2,4.228706360E-1,1.000205063E1
4.800295688E1,-6.825805664E-2,3.848497009E-1,1.000010468E1
4.801297788E1,-1.806742859E-1,4.906796265E-1,9.956245880E0
4.802299888E1,-2.248324585E-1,4.884342957E-1,9.963281250E0
4.803301988E1,-2.516267395E-1,3.571572876E-1,9.838291168E0
4.804304087E1,-2.531236267E-1,3.038681030E-1,9.597591705E0
4.805306187E1,-2.441423035E-1,2.610571289E-1,9.405092010E0
4.806308387E1,-2.136058044E-1,2.179467773E-1,9.267977142E0
4.807310487E1,-1.907034302E-1,2.038760376E-1,9.295220490E0
4.808312587E1,-2.016307068E-1,2.442919922E-1,9.429790649E0
4.809314688E1,-2.679428101E-1,2.760260010E-1,9.579329681E0
4.810316788E1,-3.670367432E-1,2.725831604E-1,9.683063965E0
4.811318888E1,-4.602928162E-1,2.543211365E-1,9.746531982E0
4.812320988E1,-5.514532471E-1,2.155517578E-1,9.785001984E0
4.813323088E1,-6.429130554E-1,2.246827698E-1,9.800419922E0
4.814325188E1,-6.837780762E-1,2.285746765E-1,9.825417938E0
4.815327388E1,-6.982978821E-1,1.893562317E-1,9.744735718E0
4.816329488E1,-6.626719666E-1,1.544787598E-1,9.695937195E0
4.817331587E1,-5.318440247E-1,1.583706665E-1,9.661658478E0
4.818333687E1,-3.538641357E-1,1.978884888E-1,9.676627350E0
4.819335787E1,-1.851649475E-1,2.136058044E-1,9.741292877E0
4.820337887E1,-9.400451660E-2,1.712438965E-1,9.767787781E0
4.821339988E1,-3.068618774E-2,1.670526123E-1,9.850565643E0
4.822342088E1,-2.439926147E-2,1.604663086E-1,9.956096191E0
4.823344188E1,-6.915618896E-2,1.257385254E-1,1.000384689E1
4.824346288E1,-1.697470093E-1,1.291813660E-1,1.000923569E1
4.825348488E1,-2.392025757E-1,1.826202393E-1,9.937684479E0
4.826350588E1,-2.670446777E-1,1.727407837E-1,9.818831635E0
4.827352688E1,-2.317181396E-1,2.005828857E-1,9.743238831E0
4.828354788E1,-1.570234680E-1,2.649490356E-1,9.673483887E0
4.829356888E1,-6.077362061E-2,3.177891541E-1,9.644893341E0
4.830358987E1,4.610412598E-2,3.293151855E-1,9.699080658E0
4.831361071E1,1.270857239E-1,3.537144470E-1,9.756261749E0
4.832363171E1,1.999841309E-1,3.306623840E-1,9.795480194E0
4.833365271E1,1.914518738E-1,3.010240173E-1,9.829609222E0
4.834367471E1,1.390608215E-1,2.321672058E-1,9.859097900E0
4.835369571E1,1.050814819E-1,1.541793823E-1,9.848769379E0
4.836371671E1,7.349716187E-2,1.169068909E-1,9.756561127E0
4.837373771E1,4.415817261E-2,1.197509766E-1,9.712552643E0
4.838375871E1,-3.263214111E-2,9.834548950E-2,9.674082642E0
4.839377971E1,-4.236190796E-2,1.296304321E-1,9.648785248E0
4.840380071E1,-7.694000244E-2,1.811233521E-1,9.646240540E0
4.841382171E1,-1.074765015E-1,2.165995789E-1,9.721833344E0
4.842384271E1,-1.234931946E-1,2.402503967E-1,9.825417938E0
4.843386471E1,-1.571731567E-1,2.374063110E-1,9.866732025E0
4.844388571E1,-1.703457642E-1,2.670446777E-1,9.852661285E0
4.845390671E1,-1.983375549E-1,3.053649902E-1,9.878407745E0
4.846392771E1,-2.465373230E-1,2.519261169E-1,9.870623932E0
4.847394871E1,-2.682421875E-1,2.405497742E-1,9.855355682E0
4.848396971E1,-2.866539001E-1,2.866539001E-1,9.818681946E0
4.849399071E1,-3.186872864E-1,2.760260010E-1,9.735604706E0
4.850401171E1,-3.306623840E-1,2.764750671E-1,9.710756378E0
4.851403271E1,-3.408412170E-1,2.936892700E-1,9.702523499E0
4.852405371E1,-3.559597778E-1,2.980302429E-1,9.700427856E0
4.853407571E1,-3.559597778E-1,3.059637451E-1,9.726024628E0
4.854409671E1,-3.682342529E-1,3.124003601E-1,9.792486420E0
4.855411771E1,-4.005670166E-1,2.788700867E-1,9.882449341E0
4.856413871E1,-4.086502075E-1,2.547702026E-1,9.959988098E0
4.857415971E1,-3.942800903E-1,2.059716797E-1,9.965526581E0
4.858418071E1,-3.788621521E-1,2.061213684E-1,9.944270782E0
4.859420171E1,-3.611988831E-1,2.092648315E-1,9.856253815E0
4.860422271E1,-3.317102051E-1,1.959425354E-1,9.776320038E0
4.861424371E1,-3.125500488E-1,1.917512512E-1,9.667346649E0
4.862426571E1,-2.850073242E-1,2.116598511E-1,9.557774506E0
4.863428671E1,-2.549198914E-1,1.920506287E-1,9.507179718E0
4.864430771E1,-2.173480225E-1,2.200424194E-1,9.536967773E0
4.865432871E1,-1.951940918E-1,2.535726929E-1,9.624535675E0
4.866434971E1,-2.016307068E-1,2.501298523E-1,9.745184784E0
4.867437071E1,-2.094145203E-1,2.386038208E-1,9.843081207E0
4.868439171E1,-1.842668152E-1,2.489323425E-1,9.951006775E0
4.869441271E1,-2.007325745E-1,2.454895020E-1,1.009695328E1
4.870443371E1,-1.649569702E-1,2.212399292E-1,1.014530273E1
4.871445471E1,-1.489402771E-1,2.194436646E-1,1.008752289E1
4.872447671E1,-1.543290710E-1,2.231858826E-1,9.958341522E0
4.873449771E1,-1.441502380E-1,2.372566223E-1,9.844578094E0
4.874451871E1,-1.550775146E-1,2.389031982E-1,9.733359375E0
4.875453971E1,-1.597178650E-1,2.767744446E-1,9.637558594E0
4.876456071E1,-1.486408997E-1,2.537223816E-1,9.601333923E0
4.877458171E1,-1.673519897E-1,2.362088013E-1,9.617799683E0
4.878460271E1,-1.877096558E-1,2.342628479E-1,9.623038788E0
4.879462371E1,-2.104623413E-1,2.034269714E-1,9.678722992E0
4.880464471E1,-2.251318359E-1,2.342628479E-1,9.767638092E0
4.881466671E1,-2.471360779E-1,2.043251038E-1,9.832602997E0
4.882468771E1,-2.264790344E-1,2.240840149E-1,9.883497162E0
4.883470871E1,-2.213896179E-1,2.504292297E-1,9.913434906E0
4.884472971E1,-2.360591125E-1,2.486329651E-1,9.884245605E0
4.885475071E1,-2.293231201E-1,2.799179077E-1,9.885443115E0
4.886477171E1,-2.333647156E-1,2.790197754E-1,9.836195526E0
4.887479271E1,-2.493814087E-1,2.847079468E-1,9.754764862E0
4.888481371E1,-2.674937439E-1,3.339555359E-1,9.725725250E0
4.889483471E1,-2.736309814E-1,3.237767029E-1,9.698781281E0
4.890485571E1,-2.995271301E-1,2.968327332E-1,9.695488129E0
4.891487771E1,-3.077600098E-1,2.791694641E-1,9.684560852E0
4.892489871E1,-3.025209045E-1,2.767744446E-1,9.679920502E0
4.893491971E1,-2.957849121E-1,2.300715637E-1,9.708511047E0
4.894494071E1,-2.844085693E-1,2.022294617E-1,9.721983032E0
4.895496171E1,-2.418969727E-1,1.754351807E-1,9.796827393E0
4.896498271E1,-2.070195007E-1,1.595681763E-1,9.848769379E0
4.897500371E1,-1.666035461E-1,1.362167358E-1,9.890981598E0
4.898502471E1,-1.390608215E-1,1.528321838E-1,9.964927826E0
4.899504571E1,-1.200503540E-1,1.490899658E-1,9.954150238E0
4.900506771E1,-9.265731812E-2,1.969903564E-1,9.922715607E0
4.901508871E1,-1.113684082E-1,2.453398132E-1,9.854008484E0
4.902510971E1,-1.561253357E-1,2.065704346E-1,9.779313812E0
4.903513071E1,-1.845661926E-1,2.074685669E-1,9.748777313E0
4.904515171E1,-2.043251038E-1,2.374063110E-1,9.742041321E0
4.905517271E1,-1.920506287E-1,2.115101624E-1,9.751172333E0
4.906519371E1,-1.983375549E-1,1.670526123E-1,9.784702606E0
4.907521471E1,-1.983375549E-1,1.314266968E-1,9.823022919E0
4.908523571E1,-1.811233521E-1,1.038839722E-1,9.795330505E0
4.909525671E1,-1.826202393E-1,8.158035278E-2,9.780661011E0
4.910527871E1,-1.511856079E-1,6.511459351E-2,9.803563385E0
4.911529971E1,-1.639091492E-1,9.445358276E-2,9.796677704E0
4.912532071E1,-2.263293457E-1,8.487350464E-2,9.800569611E0
4.913534171E1,-2.713856506E-1,9.160949707E-2,9.780960388E0
4.914536271E1,-2.933898926E-1,1.167572021E-1,9.836943970E0
4.915538371E1,-3.236270142E-1,1.182540894E-1,9.965077515E0
4.916540471E1,-3.915856934E-1,1.603166199E-1,1.004516098E1
4.917542571E1,-3.887416077E-1,2.448907471E-1,1.003049149E1
4.918544671E1,-2.885998535E-1,3.147953796E-1,9.965825958E0
4.919546871E1,-2.189945984E-1,3.299139404E-1,9.906698914E0
4.920548971E1,-1.547781372E-1,3.180885315E-1,9.822573853E0
4.921551071E1,-1.552272034E-1,2.809657288E-1,9.747579803E0
4.922553171E1,-2.174977112E-1,2.469863892E-1,9.692344666E0
4.923555271E1,-2.709365845E-1,2.487826538E-1,9.707313538E0
4.924557371E1,-3.146456909E-1,2.498304749E-1,9.706265717E0
4.925559471E1,-4.101470947E-1,2.595602417E-1,9.662706299E0
4.926561571E1,-4.766088867E-1,2.866539001E-1,9.607620850E0
4.927563671E1,-5.147795105E-1,3.225791931E-1,9.547445984E0
4.928565771E1,-5.041516113E-1,3.947291565E-1,9.574689331E0
4.929567971E1,-4.477189636E-1,4.320016479E-1,9.750872955E0
4.930570071E1,-3.758683777E-1,4.358935547E-1,9.858349457E0
4.931572171E1,-3.070115662E-1,4.572990417E-1,9.971214752E0
4.932574271E1,-2.520758057E-1,4.700225830E-1,9.916578369E0
4.933576371E1,-1.978884888E-1,4.715194702E-1,9.725425873E0
4.934578471E1,-1.772314453E-1,4.667294312E-1,9.552385712E0
4.935580571E1,-1.580712891E-1,4.324507141E-1,9.421408081E0
4.936582671E1,-1.927990723E-1,3.501219177E-1,9.387578430E0
4.937584771E1,-2.171983337E-1,3.379971313E-1,9.451196136E0
4.938586971E1,-2.460882568E-1,3.517684937E-1,9.637109528E0
4.939589071E1,-3.118016052E-1,2.948867798E-1,9.817634125E0
4.940591171E1,-3.833528137E-1,2.579136658E-1,9.919422455E0
4.941593271E1,-3.824546814E-1,2.694396973E-1,9.984836426E0
4.942595371E1,-3.135978699E-1,3.159928894E-1,1.005698639E1
4.943597471E1,-2.538720703E-1,3.134481812E-1,1.010638367E1
4.944599571E1,-2.174977112E-1,2.544708252E-1,1.005025040E1
4.945601671E1,-2.026785278E-1,2.670446777E-1,9.936936035E0
4.946603771E1,-1.896556091E-1,2.700384521E-1,9.820777588E0
4.947605871E1,-1.770817566E-1,2.794688416E-1,9.715247040E0
4.948608071E1,-1.604663086E-1,2.613565063E-1,9.632918243E0
4.949610171E1,-1.514849854E-1,3.052153015E-1,9.612111511E0
4.950612271E1,-1.257385254E-1,3.363505554E-1,9.683213654E0
4.951614371E1,-1.185534668E-1,3.025209045E-1,9.742191010E0
4.952616471E1,-1.734892273E-1,3.432362366E-1,9.697883148E0
4.953618571E1,-2.380050659E-1,3.191363525E-1,9.719288635E0
4.954620671E1,-2.769241333E-1,2.636018372E-1,9.745484161E0
4.955622771E1,-2.212399292E-1,2.677931213E-1,9.752519531E0
4.956624871E1,-2.236349487E-1,3.796105957E-1,9.864337006E0
4.957627071E1,-2.797682190E-1,3.195854187E-1,9.986632690E0
4.958629171E1,-2.404000854E-1,2.327659607E-1,1.004561005E1
4.959631271E1,-2.523751831E-1,3.095562744E-1,1.014650024E1
4.960633371E1,-3.101550293E-1,3.628454590E-1,1.023137375E1
4.961635471E1,-3.864962769E-1,2.683918762E-1,1.017778519E1
4.962637571E1,-4.550537109E-1,1.763333130E-1,1.008617569E1
4.963639671E1,-5.619314575E-1,4.719685364E-1,9.841135254E0
4.964641771E1,-5.504054260E-1,4.053570557E-1,9.576934662E0
4.965643871E1,-5.900729370E-1,3.230282593E-1,9.360484772E0
4.966645971E1,-6.535409546E-1,2.912942505E-1,9.320667572E0
4.967648171E1,-6.553372192E-1,2.312690735E-1,9.263636169E0
4.968650271E1,-6.095324707E-1,2.697390747E-1,9.227561188E0
4.969652371E1,-2.233355713E-1,2.420466614E-1,9.386380920E0
4.970654471E1,-6.053411865E-1,1.953437805E-1,1.012868729E1
4.971656571E1,-4.569996643E-1,1.968406677E-1,9.812993774E0
4.972658671E1,-2.248324585E-1,2.627037048E-1,9.748777313E0
4.973660771E1,-4.317022705E-1,2.924917603E-1,9.780062256E0
4.974662871E1,-4.655319214E-1,2.628533936E-1,9.827214203E0
4.975664971E1,-5.034031677E-1,2.504292297E-1,9.868378601E0
4.976667171E1,-5.665718079E-1,2.525248718E-1,9.935888214E0
4.977669271E1,-6.804849243E-1,1.944456482E-1,9.921518097E0
4.978671371E1,-7.861651611E-1,9.205856323E-2,9.854457550E0
4.979673471E1,-7.231462097E-1,1.990859985E-1,9.849667511E0
4.980675571E1,-7.316784668E-1,6.990463257E-2,9.879156189E0
4.981677671E1,-9.247769165E-1,-5.882766724E-2,1.005384293E1
4.982679771E1,-9.021739197E-1,2.454895020E-2,1.010009674E1
4.983681871E1,-8.611592102E-1,2.993774414E-4,1.024484573E1
4.984683971E1,-9.538165283E-1,-2.357597351E-1,1.031130753E1
4.985686071E1,-1.048719177E0,-4.415817261E-1,1.034708313E1
4.986688271E1,-1.096320190E0,-1.228944397E-1,1.048090485E1
4.987690371E1,-1.530866547E0,5.134323120E-1,1.030621811E1
4.988692471E1,-1.948498077E0,5.119354248E-2,9.659413147E0
4.989694571E1,-1.447340240E0,1.122665405E-1,9.039701843E0
4.990696671E1,-7.214996338E-1,7.619155884E-1,8.836274872E0
4.991698771E1,-5.200186157E-1,6.816824341E-1,8.775950317E0
4.992700871E1,-6.456074524E-1,7.177574158E-1,8.750054169E0
4.993702971E1,-6.965016174E-1,6.574328613E-1,8.868158569E0
4.994705071E1,-7.499404907E-1,8.150550842E-1,9.117390289E0
4.995707171E1,-9.220825195E-1,1.009201355E0,9.140741730E0
4.996709371E1,-5.959107971E-1,9.407936096E-1,9.699978790E0
4.997711471E1,-1.297801208E-1,9.907896423E-1,1.053943314E1
4.998713571E1,-3.742218018E-2,1.060843964E0,1.083117645E1
4.999715671E1,-3.562591553E-2,1.271156616E0,1.100152222E1
5.000717771E1,-3.399430847E-1,1.597328339E0,1.066517166E1
5.001719871E1,-6.092330933E-1,1.508862305E0,1.013048355E1
5.002721971E1,-7.617658997E-1,1.197210388E0,9.742490387E0
5.003724071E1,-8.970845032E-1,9.783654785E-1,9.469907227E0
5.004726171E1,-1.011895752E0,8.755293274E-1,9.252409515E0
5.005728371E1,-1.140029297E0,8.390052795E-1,9.039252777E0
5.006730471E1,-1.331181793E0,8.322692871E-1,8.971294098E0
5.007732571E1,-1.622775421E0,8.481362915E-1,8.959618378E0
5.008734671E1,-1.788031769E0,7.875123596E-1,8.989705811E0
5.009736771E1,-1.796713715E0,6.921606445E-1,9.155860291E0
5.010738871E1,-1.714833984E0,8.828640747E-1,9.569899292E0
5.011740971E1,-1.634451141E0,9.234297180E-1,9.792785797E0
5.012743071E1,-1.391805725E0,8.806187439E-1,1.023272095E1
5.013745171E1,-1.217418365E0,8.086184692E-1,1.046818130E1
5.014747271E1,-1.077010345E0,7.710466003E-1,1.072789124E1
5.015749471E1,-9.830058289E-1,8.692424011E-1,1.071681427E1
5.016751571E1,-9.458830261E-1,9.131011963E-1,1.082638641E1
5.017753671E1,-1.012344818E0,8.807684326E-1,1.074585388E1
5.018755771E1,-1.291514282E0,9.327104187E-1,1.070918015E1
5.019757871E1,-1.611997833E0,1.097218323E0,1.026325745E1
5.020759971E1,-1.612746277E0,7.782316589E-1,9.558373260E0
5.021762071E1,-1.614392853E0,2.915936279E-1,8.650062103E0
5.022764171E1,-1.726809082E0,1.850152588E-1,8.189320221E0
5.023766271E1,-1.806742859E0,3.370989990E-1,8.018525391E0
5.024768371E1,-1.803599396E0,3.724255371E-1,7.921227722E0
5.025770571E1,-1.757046204E0,6.391708374E-1,7.783065033E0
5.026772671E1,-1.770667877E0,9.192384338E-1,7.889643402E0
5.027774771E1,-1.728455658E0,1.100212097E0,8.184979248E0
5.028776871E1,-1.613644409E0,1.181193695E0,8.560548248E0
5.029778971E1,-1.471739502E0,1.332978058E0,9.049581299E0
5.030781071E1,-1.322799225E0,1.546583862E0,9.540111237E0
5.031783162E1,-1.305585022E0,2.371219025E0,9.175020447E0
5.032785262E1,-1.065783691E0,1.917811890E0,9.877060547E0
5.033787362E1,-8.833131409E-1,1.444196777E0,1.050665131E1
5.034789462E1,-5.453160095E-1,1.200353851E0,1.150941605E1
5.035791662E1,-3.421884155E-1,1.042731628E0,1.211775101E1
5.036793763E1,-3.496728516E-1,1.075363770E0,1.205143890E1
5.037795863E1,-2.900967407E-1,9.842033386E-1,1.173275162E1
5.038797963E1,-5.860313416E-1,1.215322723E0,1.078941330E1
5.039800063E1,-5.950126648E-1,1.435814209E0,1.012988480E1
5.040802163E1,-6.508465576E-1,1.442999268E0,9.873468018E0
5.041804263E1,-9.005273438E-1,1.329385529E0,9.563911743E0
5.042806363E1,-1.027313690E0,1.273701324E0,9.132808228E0
5.043808462E1,-1.137334900E0,1.382075958E0,9.012009430E0
5.044810663E1,-1.296903076E0,1.485361176E0,9.016500092E0
5.045812762E1,-1.443148956E0,1.596579895E0,9.370064850E0
5.046814862E1,-1.339414673E0,1.580712891E0,9.654174042E0
5.047816962E1,-1.198108521E0,1.228794708E0,9.508526917E0
5.048819062E1,-1.087338867E0,8.195457458E-1,9.356742554E0
5.049821163E1,-7.623646545E-1,6.908134460E-1,8.823701019E0
5.050823263E1,-1.170266418E0,5.698649597E-1,8.882378998E0
5.051825363E1,-1.318757629E0,4.809498596E-1,8.849297791E0
5.052827463E1,-1.543590088E0,9.113049316E-1,9.420809326E0
5.053829563E1,-1.328337708E0,1.013991394E0,9.445957031E0
5.054831763E1,-1.071771240E0,1.185684357E0,9.840835876E0
5.055833863E1,-9.590556335E-1,1.465751953E0,1.025487488E1
5.056835963E1,-7.852670288E-1,1.459465027E0,1.004920258E1
5.057838062E1,-6.122268677E-1,1.467099152E0,1.011850845E1
5.058840162E1,-6.018983459E-1,1.647923126E0,1.046982788E1
5.059842262E1,-5.721102905E-1,1.679657135E0,1.033316208E1
5.060844362E1,-4.531077576E-1,1.687890015E0,1.002001328E1
5.061846463E1,-3.773652649E-1,1.641336823E0,9.811945953E0
5.062848563E1,-3.008743286E-2,1.141526184E0,9.163045349E0
5.063850663E1,-5.848338318E-1,1.063688049E0,9.615554352E0
5.064852863E1,-8.533753967E-1,1.413660278E0,9.602830811E0
5.065854963E1,-8.857081604E-1,1.471739502E0,1.017913239E1
5.066857063E1,-1.117126923E0,1.564247131E0,1.053179901E1
5.067859163E1,-1.005159760E0,1.158890076E0,9.517508240E0
5.068861263E1,-1.097966766E0,1.012943573E0,9.465117188E0
5.069863362E1,-1.274150391E0,9.857002258E-1,9.211394806E0
5.070865462E1,-1.375789032E0,9.150471497E-1,8.973689117E0
5.071867562E1,-1.270557861E0,8.885522461E-1,9.062903595E0
5.072869662E1,-9.325607300E-1,7.933502197E-1,9.665101318E0
5.073871763E1,-4.486170959E-1,1.037342834E0,9.993069305E0
5.074873963E1,-7.834707642E-1,1.066831512E0,9.782008209E0
5.075876063E1,-6.233038330E-1,4.327500916E-1,1.062969543E1
5.076878163E1,-2.644999695E-1,7.328759766E-1,1.017643799E1
5.077880263E1,-2.773731995E-1,7.783813477E-1,1.032058823E1
5.078882363E1,-4.650828552E-1,6.601272583E-1,1.046578629E1
5.079884463E1,-7.232958984E-1,8.758287048E-1,9.871821442E0
5.080886563E1,-9.138496399E-1,1.141077118E0,9.266629944E0
5.081888662E1,-1.030606842E0,1.119072876E0,9.058113556E0
5.082890762E1,-1.331780548E0,9.836045837E-1,8.840765533E0
5.083892962E1,-1.496288452E0,7.975415039E-1,8.876541138E0
5.084895062E1,-1.687440948E0,6.750961304E-1,8.886869659E0
5.085897162E1,-1.913470917E0,5.655239868E-1,8.664432220E0
5.086899262E1,-2.070344696E0,4.436773682E-1,8.584648132E0
5.087901363E1,-2.155517578E0,2.308200073E-1,8.509055328E0
5.088903463E1,-2.171384583E0,1.601669312E-1,8.424181824E0
5.089905563E1,-2.135309601E0,3.112028503E-1,8.375682678E0
5.090907663E1,-2.129022675E0,4.146377563E-1,8.352331238E0
5.091909763E1,-2.172282715E0,5.429209900E-1,8.569529572E0
5.092911863E1,-2.242786102E0,6.529421997E-1,8.948840790E0
5.093914063E1,-2.239492950E0,7.426057434E-1,9.461674347E0
5.094916163E1,-2.183958435E0,7.943980408E-1,9.924960938E0
5.095918262E1,-2.062710571E0,7.628137207E-1,1.018377274E1
5.096920362E1,-1.880389709E0,7.723937988E-1,1.023421783E1
5.097922462E1,-1.633553009E0,7.713459778E-1,1.025487488E1
5.098924562E1,-1.453926544E0,7.179071045E-1,1.008378067E1
5.099926663E1,-1.344354401E0,8.047265625E-1,9.878856812E0
5.100928763E1,-1.282532959E0,8.644523621E-1,9.849966888E0
5.101930863E1,-1.226998444E0,8.454418945E-1,9.747879181E0
5.102932963E1,-1.165925446E0,7.506889343E-1,9.680369568E0
5.103935163E1,-1.081351318E0,7.324269104E-1,9.630523224E0
5.104937263E1,-1.059047699E0,8.568182373E-1,9.583071899E0
5.105939363E1,-1.053060150E0,9.056167603E-1,9.556427307E0
5.106941463E1,-1.024768982E0,8.189469910E-1,9.545649719E0
5.107943562E1,-9.680369568E-1,7.156617737E-1,9.636211395E0
5.108945662E1,-9.768685913E-1,7.038363647E-1,9.713600464E0
5.109947762E1,-1.050216064E0,7.342231750E-1,9.714199219E0
5.110949862E1,-1.032702484E0,7.232958984E-1,9.755363617E0
5.111951963E1,-9.050180054E-1,6.230044556E-1,9.862241364E0
5.112954063E1,-8.181985474E-1,5.833369446E-1,1.004052063E1
5.113956263E1,-7.141648865E-1,5.694158936E-1,1.016685791E1
5.114958363E1,-5.803431702E-1,4.998106384E-1,1.022478745E1
5.115960463E1,-6.023474121E-1,5.978567505E-1,1.029753616E1
5.116962563E1,-6.289920044E-1,6.804849243E-1,1.032672546E1
5.117964663E1,-6.960525513E-1,6.036946106E-1,1.030112869E1
5.118966763E1,-8.466394043E-1,6.358776855E-1,1.025068359E1
5.119968862E1,-9.524693298E-1,6.551875305E-1,1.010294083E1
5.120970962E1,-1.026265869E0,6.069877625E-1,9.951904907E0
5.121973062E1,-1.069974976E0,5.267546082E-1,9.824370117E0
5.122975162E1,-1.073567505E0,4.947212219E-1,9.740694122E0
5.123977362E1,-1.100361786E0,4.484674072E-1,9.703421631E0
5.124979462E1,-1.076261902E0,4.251159668E-1,9.655670929E0
5.125981563E1,-1.067729645E0,4.842430115E-1,9.707014160E0
5.126983663E1,-1.020128632E0,4.628375244E-1,9.728569336E0
5.127985763E1,-9.581575012E-1,4.870870972E-1,9.796528015E0
5.128987863E1,-9.120533752E-1,5.658233643E-1,9.851463776E0
5.129989963E1,-8.780740356E-1,6.460565186E-1,9.827064514E0
5.130992063E1,-8.940907288E-1,7.107220459E-1,9.830806732E0
5.131994096E1,-9.354048157E-1,7.339237976E-1,9.841584320E0
5.132996196E1,-9.735754395E-1,6.764433289E-1,9.913584595E0
5.133998396E1,-1.044976959E0,6.201603699E-1,9.938133545E0
5.135000496E1,-1.105151825E0,5.864804077E-1,9.981692963E0
5.136002596E1,-1.161883850E0,6.994953918E-1,9.918524323E0
5.137004696E1,-1.170865173E0,8.294252014E-1,9.792187042E0
5.138006796E1,-1.171463928E0,7.539820862E-1,9.690698090E0
5.139008896E1,-1.151705017E0,5.860313416E-1,9.680219879E0
5.140010996E1,-1.180295563E0,4.936734009E-1,9.653275909E0
5.141013096E1,-1.173260193E0,4.727169800E-1,9.608069916E0
5.142015196E1,-1.160686340E0,4.418811035E-1,9.569001160E0
5.143017296E1,-1.139280853E0,4.297563171E-1,9.593101044E0
5.144019496E1,-1.116827545E0,3.823049927E-1,9.701475677E0
5.145021596E1,-1.075812836E0,3.019221497E-1,9.730066223E0
5.146023696E1,-1.069376221E0,2.718347168E-1,9.658215637E0
5.147025796E1,-1.064286804E0,3.228785706E-1,9.587861938E0
5.148027896E1,-1.037642212E0,3.802093506E-1,9.602830811E0
5.149029996E1,-1.006207581E0,4.296066284E-1,9.658964081E0
5.150032096E1,-9.907896423E-1,4.620890808E-1,9.700727234E0
5.151034196E1,-9.997709656E-1,4.983137512E-1,9.728269958E0
5.152036296E1,-9.701325989E-1,5.686674500E-1,9.759704590E0
5.153038396E1,-9.307644653E-1,6.572831726E-1,9.872719574E0
5.154040596E1,-8.812174988E-1,6.652166748E-1,9.954000549E0
5.155042696E1,-8.487350464E-1,6.210585022E-1,9.907597046E0
5.156044796E1,-8.554710388E-1,6.559359741E-1,9.770631866E0
5.157046896E1,-8.568182373E-1,7.011419678E-1,9.712852020E0
5.158048996E1,-8.322692871E-1,6.590794373E-1,9.641151123E0
5.159051096E1,-8.508306885E-1,6.506968689E-1,9.592951355E0
5.160053196E1,-9.008267212E-1,6.394702148E-1,9.569150848E0
5.161055296E1,-8.812174988E-1,6.429130554E-1,9.627529449E0
5.162057396E1,-8.672964478E-1,6.236032104E-1,9.711355133E0
5.163059496E1,-8.512797546E-1,6.300398254E-1,9.681866455E0
5.164061696E1,-8.000862122E-1,6.611750793E-1,9.740843811E0
5.165063796E1,-7.473957825E-1,6.316864014E-1,9.816586304E0
5.166065896E1,-7.176077271E-1,5.697152710E-1,9.836943970E0
5.167067996E1,-7.146139526E-1,5.779481506E-1,9.796228638E0
5.168070096E1,-7.345225525E-1,6.387217712E-1,9.856553192E0
5.169072196E1,-7.173083496E-1,6.138734436E-1,9.960287476E0
5.170074296E1,-7.358697510E-1,5.450166321E-1,9.949360199E0
5.171076396E1,-7.453001404E-1,5.677693176E-1,9.855056305E0
5.172078496E1,-7.411088562E-1,5.959107971E-1,9.769733734E0
5.173080596E1,-7.367678833E-1,5.816903687E-1,9.742939453E0
5.174082796E1,-7.545808411E-1,5.345384216E-1,9.743538208E0
5.175084896E1,-7.665559387E-1,5.364843750E-1,9.783954163E0
5.176086996E1,-7.634124756E-1,5.043013000E-1,9.779613190E0
5.177089096E1,-7.643106079E-1,5.219645691E-1,9.736652527E0
5.178091196E1,-7.683522034E-1,5.429209900E-1,9.772727509E0
5.179093296E1,-7.836204529E-1,5.384303284E-1,9.746382294E0
5.180095396E1,-7.620652771E-1,5.481600952E-1,9.705666962E0
5.181097496E1,-7.382647705E-1,5.417234802E-1,9.729766846E0
5.182099596E1,-7.095245361E-1,5.736071777E-1,9.746981049E0
5.183101696E1,-6.512956238E-1,5.911207581E-1,9.762398987E0
5.184103896E1,-6.173162842E-1,6.101312256E-1,9.735904083E0
5.185105996E1,-5.806425476E-1,6.616241455E-1,9.738598480E0
5.186108096E1,-5.727090454E-1,7.264393616E-1,9.730066223E0
5.187110196E1,-5.956114197E-1,6.990463257E-1,9.727072449E0
5.188112296E1,-6.248007202E-1,5.739065552E-1,9.790839844E0
5.189114396E1,-6.803352356E-1,4.860392761E-1,9.772877197E0
5.190116496E1,-7.583230591E-1,4.968168640E-1,9.744286652E0
5.191118596E1,-8.205935669E-1,4.572990417E-1,9.760003967E0
5.192120696E1,-8.855584717E-1,4.194277954E-1,9.797575836E0
5.193122796E1,-9.373507690E-1,4.107458496E-1,9.837393036E0
5.194124996E1,-9.568103027E-1,4.218228149E-1,9.834998016E0
5.195127096E1,-9.762698364E-1,4.197271729E-1,9.758058014E0
5.196129196E1,-9.452842712E-1,4.351451111E-1,9.688752136E0
5.197131296E1,-9.080117798E-1,4.369413757E-1,9.639803925E0
5.198133396E1,-8.904981995E-1,4.803511047E-1,9.642947388E0
5.199135496E1,-8.440946960E-1,5.007087708E-1,9.685608673E0
