"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
8.019708330E-3,8.925208830E-1,1.338948518E-1,1.660660392E-1,3.973672313E-1,5.361650113E1,2.220189009E1,1.095418264E1,5.015470076E1
1.804170833E-2,8.933043929E-1,1.321559190E-1,1.631401799E-1,3.974006959E-1,5.341708356E1,2.185766248E1,1.074451422E1,5.004585017E1
2.806270833E-2,8.940538271E-1,1.305565804E-1,1.603166914E-1,3.973932148E-1,5.322569134E1,2.153431460E1,1.053865855E1,4.993838946E1
3.808370832E-2,8.947358053E-1,1.293575658E-1,1.576438437E-1,3.973198371E-1,5.305097007E1,2.126172587E1,1.032936969E1,4.983249241E1
4.810470832E-2,8.953468081E-1,1.284773908E-1,1.551486462E-1,3.972109718E-1,5.289397798E1,2.103290677E1,1.012279716E1,4.973179477E1
5.812570837E-2,8.958965927E-1,1.276780336E-1,1.529064128E-1,3.970986715E-1,5.275234494E1,2.082684757E1,9.937575465E0,4.964056408E1
6.814670836E-2,8.964375054E-1,1.268296597E-1,1.508082373E-1,3.969521691E-1,5.261265207E1,2.062347693E1,9.769778227E0,4.955027354E1
7.816770836E-2,8.969809047E-1,1.258156750E-1,1.489039320E-1,3.967661750E-1,5.247196931E1,2.041293905E1,9.630242273E0,4.946082236E1
8.818870835E-2,8.975484120E-1,1.245922087E-1,1.470706982E-1,3.965526170E-1,5.232467003E1,2.018410991E1,9.508354068E0,4.936947533E1
9.820970835E-2,8.981842394E-1,1.231498355E-1,1.450617081E-1,3.963033605E-1,5.215917878E1,1.992289093E1,9.379612015E0,4.926770650E1
1.082307083E-1,8.988998507E-1,1.214692543E-1,1.427619409E-1,3.960345058E-1,5.197233556E1,1.962150586E1,9.232746435E0,4.915427953E1
1.182517083E-1,8.997156662E-1,1.196681858E-1,1.400303899E-1,3.957052335E-1,5.175856408E1,1.928492548E1,9.048380730E0,4.902130772E1
1.282727083E-1,9.006102330E-1,1.178980478E-1,1.369186373E-1,3.952905507E-1,5.152320813E1,1.893203814E1,8.824748682E0,4.886891165E1
1.382937083E-1,9.015211107E-1,1.162266223E-1,1.336876678E-1,3.948147970E-1,5.128252716E1,1.858406405E1,8.584539133E0,4.870846176E1
1.483147083E-1,9.024196183E-1,1.147995353E-1,1.304333990E-1,3.942677942E-1,5.104407849E1,1.826138728E1,8.330781830E0,4.854236249E1
1.583367083E-1,9.032632929E-1,1.137105536E-1,1.272748635E-1,3.936830699E-1,5.081923166E1,1.798032545E1,8.070621945E0,4.837840722E1
1.683577083E-1,9.040357814E-1,1.129507888E-1,1.243486545E-1,3.930634058E-1,5.061253898E1,1.774676586E1,7.818624851E0,4.822009174E1
1.783787084E-1,9.047385379E-1,1.124465564E-1,1.217044752E-1,3.924181376E-1,5.042381699E1,1.755526844E1,7.583406721E0,4.806889159E1
1.883997084E-1,9.053896646E-1,1.120854485E-1,1.192878529E-1,3.917611103E-1,5.024836888E1,1.739108920E1,7.364580785E0,4.792403204E1
1.984207084E-1,9.060189381E-1,1.117132788E-1,1.169936022E-1,3.911039356E-1,5.007826314E1,1.723257958E1,7.158455653E0,4.778318511E1
2.084417084E-1,9.066605396E-1,1.112387645E-1,1.146871410E-1,3.904348544E-1,4.990426653E1,1.706323141E1,6.955684947E0,4.764099227E1
2.184627083E-1,9.073580910E-1,1.106084994E-1,1.121939032E-1,3.897171568E-1,4.971445025E1,1.686855674E1,6.741382319E0,4.748850365E1
2.284837083E-1,9.081587968E-1,1.097330843E-1,1.093453071E-1,3.889084431E-1,4.949572365E1,1.663072025E1,6.502903247E0,4.731638184E1
2.385047083E-1,9.090929396E-1,1.085524895E-1,1.060672711E-1,3.879641008E-1,4.923939614E1,1.633982489E1,6.235832781E0,4.711778099E1
2.485257083E-1,9.101789374E-1,1.070854725E-1,1.022860149E-1,3.868391592E-1,4.893981785E1,1.599454388E1,5.931964107E0,4.688650619E1
2.585467083E-1,9.114383906E-1,1.053709138E-1,9.787126278E-2,3.854845384E-1,4.859022113E1,1.559322569E1,5.576202926E0,4.661508004E1
2.685679583E-1,9.128350529E-1,1.033847844E-1,9.267950993E-2,3.839979348E-1,4.819975426E1,1.512812862E1,5.152281022E0,4.631422349E1
2.785889583E-1,9.142498172E-1,1.009426544E-1,8.672870617E-2,3.826695715E-1,4.780117040E1,1.458313751E1,4.664905759E0,4.602181120E1
2.886109583E-1,9.155564538E-1,9.789743136E-2,8.000222456E-2,3.818011778E-1,4.743025029E1,1.394391603E1,4.113841103E0,4.577706643E1
2.986319583E-1,9.166873802E-1,9.417522915E-2,7.259864923E-2,3.815033261E-1,4.710698912E1,1.320763723E1,3.511231812E0,4.559844618E1
3.086529584E-1,9.177754854E-1,8.974004186E-2,6.447288501E-2,3.814159556E-1,4.679398085E1,1.236689995E1,2.859484203E0,4.544418005E1
3.186739584E-1,9.188162386E-1,8.478717340E-2,5.604937635E-2,3.813743356E-1,4.649273387E1,1.146125567E1,2.196504756E0,4.530433437E1
3.286949584E-1,9.200284873E-1,7.964202706E-2,4.749543769E-2,3.807216285E-1,4.613950612E1,1.053151691E1,1.532926732E0,4.510230690E1
3.387159584E-1,9.213372523E-1,7.442186855E-2,3.861439865E-2,3.796155055E-1,4.575526257E1,9.582663352E0,8.394348237E-1,4.485629391E1
3.487369583E-1,9.226063361E-1,6.918682167E-2,2.953047522E-2,3.783367280E-1,4.537973045E1,8.627486935E0,1.225085328E-1,4.460374329E1
3.587579583E-1,9.237510234E-1,6.391179718E-2,2.054992879E-2,3.770637456E-1,4.503846545E1,7.676599121E0,-5.862381719E-1,4.437002052E1
3.687789583E-1,9.247012873E-1,5.864585929E-2,1.208845372E-2,3.759549253E-1,4.475329060E1,6.752285991E0,-1.245707346E0,4.417678538E1
3.787999583E-1,9.253806524E-1,5.356723517E-2,4.600109878E-3,3.752066080E-1,4.454835144E1,5.891425928E0,-1.815655085E0,4.404792123E1
3.888209583E-1,9.258505476E-1,4.863536901E-2,-1.261974109E-3,3.747448892E-1,4.440607649E1,5.116402761E0,-2.222975629E0,4.397267965E1
3.988419583E-1,9.263375755E-1,4.386796380E-2,-5.427848958E-3,3.740920556E-1,4.425815589E1,4.432416905E0,-2.457444825E0,4.388652664E1
4.088629583E-1,9.268822814E-1,3.961430629E-2,-8.554942286E-3,3.731579129E-1,4.409215904E1,3.848596970E0,-2.603478255E0,4.377142723E1
4.188839584E-1,9.274421180E-1,3.638786098E-2,-1.126164846E-2,3.720220132E-1,4.392093011E1,3.392988939E0,-2.749145095E0,4.363266723E1
4.289059584E-1,9.280155469E-1,3.464743387E-2,-1.403455218E-2,3.706613654E-1,4.374488354E1,3.094035126E0,-2.965434717E0,4.346470734E1
4.389269584E-1,9.285333842E-1,3.446579479E-2,-1.693907788E-2,3.692572642E-1,4.358532308E1,2.956577946E0,-3.262493533E0,4.328903385E1
4.489479584E-1,9.289773591E-1,3.577597896E-2,-2.015079747E-2,3.678520040E-1,4.344807795E1,2.966405970E0,-3.655647213E0,4.310998977E1
4.589689584E-1,9.293527611E-1,3.832895385E-2,-2.356509457E-2,3.664408853E-1,4.333170793E1,3.101894237E0,-4.122616617E0,4.292665001E1
4.689899583E-1,9.296350185E-1,4.146300536E-2,-2.647810430E-2,3.651825912E-1,4.324401529E1,3.321329328E0,-4.560578199E0,4.275984827E1
4.790109583E-1,9.297917626E-1,4.440039572E-2,-2.804943628E-2,3.643201402E-1,4.319524433E1,3.574788648E0,-4.847974274E0,4.264208006E1
4.890319583E-1,9.298111080E-1,4.684609173E-2,-2.809622060E-2,3.639605855E-1,4.318922137E1,3.836763751E0,-4.953580148E0,4.258820171E1
4.990529583E-1,9.296742361E-1,4.871322412E-2,-2.745254800E-2,3.641143161E-1,4.323181763E1,4.062740425E0,-4.963334003E0,4.260022806E1
5.090739583E-1,9.293932853E-1,4.995730360E-2,-2.675405421E-2,3.647142343E-1,4.331912814E1,4.221856020E0,-4.943328286E0,4.266992865E1
5.190949583E-1,9.289835547E-1,5.075854548E-2,-2.624887813E-2,3.656830007E-1,4.344615980E1,4.323560875E0,-4.927356343E0,4.278682834E1
5.291159583E-1,9.284527151E-1,5.122021284E-2,-2.609819129E-2,3.669752652E-1,4.361021603E1,4.372422950E0,-4.936692816E0,4.294470258E1
5.391369584E-1,9.277807258E-1,5.135310449E-2,-2.634169207E-2,3.686351767E-1,4.381705653E1,4.367584148E0,-4.976074756E0,4.314895352E1
5.491579584E-1,9.269426568E-1,5.117673310E-2,-2.719663826E-2,3.707003091E-1,4.407372333E1,4.301542832E0,-5.069375956E0,4.340413589E1
5.591799584E-1,9.259417534E-1,5.050192978E-2,-2.862327286E-2,3.731785438E-1,4.437841101E1,4.155245679E0,-5.203846636E0,4.371251923E1
5.692009584E-1,9.248424793E-1,4.923586677E-2,-3.060444145E-2,3.759063721E-1,4.471077162E1,3.919929160E0,-5.372169676E0,4.405503187E1
5.792219584E-1,9.238597412E-1,4.742854471E-2,-3.301265113E-2,3.783435979E-1,4.500592598E1,3.609187344E0,-5.559920266E0,4.436533488E1
5.892429583E-1,9.232086989E-1,4.524375251E-2,-3.585908037E-2,3.799381396E-1,4.520045272E1,3.243375416E0,-5.773174185E0,4.457476209E1
5.992639583E-1,9.230037809E-1,4.287197351E-2,-3.908778909E-2,3.803922298E-1,4.526151677E1,2.847513097E0,-6.014070157E0,4.464588279E1
6.092849583E-1,9.230738289E-1,4.029124320E-2,-4.202982853E-2,3.801905992E-1,4.524065175E1,2.445873076E0,-6.213291322E0,4.463826487E1
6.193059583E-1,9.230677809E-1,3.745727832E-2,-4.398451005E-2,3.802738603E-1,4.524245363E1,2.058255690E0,-6.297412068E0,4.466689402E1
6.293269583E-1,9.228601233E-1,3.439486888E-2,-4.498804067E-2,3.809490950E-1,4.530427916E1,1.683755402E0,-6.271548605E0,4.476861594E1
6.393479583E-1,9.223188314E-1,3.089102159E-2,-4.476915167E-2,3.825824118E-1,4.546506270E1,1.309681663E0,-6.097436692E0,4.498806806E1
6.493689583E-1,9.213154624E-1,2.679019052E-2,-4.335971430E-2,3.854608941E-1,4.576168491E1,9.178412150E-1,-5.770790505E0,4.536075699E1
6.593899584E-1,9.198168048E-1,2.223470888E-2,-4.125082561E-2,3.895395289E-1,4.620137055E1,5.044610643E-1,-5.348245720E0,4.588144914E1
6.694109584E-1,9.179307333E-1,1.738407550E-2,-3.790245869E-2,3.945434556E-1,4.674916051E1,1.153604374E-1,-4.778344885E0,4.651303323E1
6.794319584E-1,9.157781252E-1,1.267663604E-2,-3.273252079E-2,4.001478064E-1,4.736705216E1,-1.710317895E-1,-4.019530407E0,4.721169285E1
6.894539584E-1,9.136136527E-1,8.942894148E-3,-2.624084981E-2,4.056370751E-1,4.798078351E1,-2.839234643E-1,-3.164515357E0,4.788950669E1
6.994749584E-1,9.116998697E-1,6.736990001E-3,-1.799055285E-2,4.104074030E-1,4.851734376E1,-1.423522255E-1,-2.196902684E0,4.847310711E1
7.094959583E-1,9.102428953E-1,6.734461354E-3,-8.689895672E-3,4.139288986E-1,4.892212108E1,2.903277339E-1,-1.225937197E0,4.890380978E1
7.195169583E-1,9.092204970E-1,9.532647097E-3,4.762106559E-4,4.162055871E-1,4.920429742E1,1.015987764E0,-4.050341707E-1,4.918932189E1
7.295379583E-1,9.084314237E-1,1.529865471E-2,8.259858370E-3,4.176722974E-1,4.942104397E1,1.988303131E0,1.276196522E-1,4.938561290E1
7.395589583E-1,9.076604525E-1,2.341146404E-2,1.439199631E-2,4.188047200E-1,4.963196110E1,3.127343949E0,3.733664923E-1,4.954845790E1
7.495799583E-1,9.067806159E-1,3.283717800E-2,1.940407781E-2,4.198737959E-1,4.987163979E1,4.350003090E0,4.363426392E-1,4.970841703E1
7.596009583E-1,9.057168927E-1,4.236012803E-2,2.434904505E-2,4.210577219E-1,5.015997963E1,5.580301605E0,4.832706974E-1,4.988993691E1
7.696219583E-1,9.044733921E-1,5.104248880E-2,2.954049431E-2,4.224333108E-1,5.049509808E1,6.736139623E0,5.909068412E-1,5.010452624E1
7.796429584E-1,9.032291118E-1,5.822610039E-2,3.368259439E-2,4.238541021E-1,5.082835927E1,7.686047172E0,6.581972585E-1,5.032228517E1
7.896639584E-1,9.022187254E-1,6.273607001E-2,3.511755365E-2,4.252437258E-1,5.109748215E1,8.225968620E0,5.736084407E-1,5.051316171E1
7.996849584E-1,9.015168539E-1,6.361423121E-2,3.361124636E-2,4.267211836E-1,5.128365439E1,8.243868878E0,3.616035175E-1,5.068590455E1
8.097069584E-1,9.007913591E-1,6.190100397E-2,2.916850491E-2,4.288268191E-1,5.147543278E1,7.847464513E0,-3.094813895E-2,5.091197514E1
8.197279584E-1,9.000200086E-1,5.895167551E-2,2.385251501E-2,4.311842398E-1,5.167860520E1,7.278303180E0,-4.527894959E-1,5.116777975E1
8.297489583E-1,8.996699158E-1,5.535884107E-2,2.113787864E-2,4.325305156E-1,5.177057400E1,6.770958435E0,-5.646332139E-1,5.131990950E1
8.397699583E-1,8.998687014E-1,5.178518871E-2,2.011483238E-2,4.326082976E-1,5.171837203E1,6.350337724E0,-4.929783086E-1,5.132412032E1
8.497909583E-1,9.004254823E-1,4.864868741E-2,2.042976022E-2,4.317982984E-1,5.157189706E1,6.041774401E0,-2.991934739E-1,5.122422303E1
8.598119583E-1,9.010651872E-1,4.623881228E-2,2.042737102E-2,4.307274312E-1,5.140312700E1,5.792501134E0,-1.730257184E-1,5.108873233E1
8.698329583E-1,9.016533675E-1,4.449721362E-2,1.987285152E-2,4.297047169E-1,5.124749340E1,5.584941048E0,-1.377665837E-1,5.095580137E1
8.798539583E-1,9.021835117E-1,4.331322830E-2,1.906429189E-2,4.287488053E-1,5.110683769E1,5.422594298E0,-1.571058066E-1,5.082993183E1
8.898749583E-1,9.026050012E-1,4.255968348E-2,1.822253108E-2,4.279729450E-1,5.099475160E1,5.303260118E0,-2.024430706E-1,5.072685168E1
8.998959584E-1,9.028718961E-1,4.218076487E-2,1.711643709E-2,4.274927028E-1,5.092365761E1,5.209814273E0,-2.954205446E-1,5.065988655E1
9.099169584E-1,9.029752402E-1,4.234681818E-2,1.541732904E-2,4.273229352E-1,5.089610450E1,5.143802250E0,-4.783451306E-1,5.062917847E1
9.199379584E-1,9.028846034E-1,4.365524471E-2,1.248269798E-2,4.274783096E-1,5.092027040E1,5.135604928E0,-8.470039229E-1,5.063322712E1
9.299589584E-1,9.026437342E-1,4.664459291E-2,8.078948950E-3,4.277773415E-1,5.098443987E1,5.229660389E0,-1.451008829E0,5.064778395E1
9.399809584E-1,9.022774359E-1,5.158284037E-2,2.759030168E-3,4.280502423E-1,5.108188042E1,5.481216372E0,-2.245496384E0,5.065283957E1
9.500019584E-1,9.018469480E-1,5.824517447E-2,-2.770091082E-3,4.281025887E-1,5.119617518E1,5.902711189E0,-3.145181972E0,5.062475411E1
9.600229583E-1,9.014745174E-1,6.618812213E-2,-8.335387498E-3,4.276603208E-1,5.129486405E1,6.459070968E0,-4.108208708E0,5.052750141E1
9.700439583E-1,9.011989824E-1,7.451533577E-2,-1.358372117E-2,4.267355978E-1,5.136776318E1,7.076344812E0,-5.053158425E0,5.036431835E1
9.800649583E-1,9.013207868E-1,8.104579502E-2,-1.654313590E-2,4.251807163E-1,5.133554893E1,7.624326575E0,-5.666593531E0,5.013149020E1
9.900859583E-1,9.015777772E-1,8.421955018E-2,-1.670355471E-2,4.240113309E-1,5.126751941E1,7.955927190E0,-5.827811038E0,4.996951639E1
1.000106958E0,9.017528130E-1,8.433528806E-2,-1.516897478E-2,4.236736925E-1,5.122113637E1,8.043834509E0,-5.671145268E0,4.993235576E1
1.010127958E0,9.020464080E-1,8.173663192E-2,-1.161859539E-2,4.236701522E-1,5.114324808E1,7.942490955E0,-5.176250249E0,4.995710574E1
1.020148958E0,9.023702854E-1,7.716164683E-2,-7.628208161E-3,4.239289128E-1,5.105719755E1,7.654977642E0,-4.541953426E0,5.002376740E1
1.030169958E0,9.026865554E-1,7.134773142E-2,-3.128363002E-3,4.243307408E-1,5.097303747E1,7.263441085E0,-3.795637861E0,5.011312129E1
1.040190958E0,9.029688128E-1,6.517279928E-2,1.752666159E-3,4.247313466E-1,5.089781854E1,6.854563559E0,-2.992007751E0,5.020273959E1
1.050211958E0,9.030545606E-1,5.944374392E-2,6.299312759E-3,4.253459952E-1,5.087494702E1,6.477171238E0,-2.246058159E0,5.031452104E1
1.060233958E0,9.029845336E-1,5.455661400E-2,1.033109873E-2,4.260700570E-1,5.089362606E1,6.163885049E0,-1.594875526E0,5.043435102E1
1.070254958E0,9.029221984E-1,5.060131534E-2,1.378194175E-2,4.265924671E-1,5.091024799E1,5.920814727E0,-1.047668027E0,5.052331939E1
1.080275958E0,9.030389030E-1,4.759207119E-2,1.648240229E-2,4.265959653E-1,5.087912408E1,5.740524251E0,-6.209076156E-1,5.054101218E1
1.090296958E0,9.033547515E-1,4.548836788E-2,1.838634534E-2,4.260784863E-1,5.079480130E1,5.615597407E0,-3.176749263E-1,5.048739758E1
1.100317958E0,9.038919763E-1,4.415356007E-2,1.950744756E-2,4.250285873E-1,5.065107618E1,5.532064431E0,-1.299354719E-1,5.036147419E1
1.110338958E0,9.045907711E-1,4.348638336E-2,2.002231083E-2,4.235843833E-1,5.046355384E1,5.487987420E0,-3.531199696E-2,5.018201417E1
1.120359958E0,9.053473702E-1,4.360192367E-2,1.991614292E-2,4.219578732E-1,5.025978261E1,5.494911289E0,-4.207199298E-2,4.997588621E1
1.130380958E0,9.061765462E-1,4.462892383E-2,1.899390929E-2,4.201090807E-1,5.003557367E1,5.557396674E0,-1.761482501E-1,4.973691860E1
1.140401958E0,9.070893838E-1,4.665535353E-2,1.705469196E-2,4.179969124E-1,4.978765055E1,5.675945354E0,-4.619996360E-1,4.945865950E1
1.150422958E0,9.080428087E-1,4.948510348E-2,1.439082147E-2,4.156950412E-1,4.952746385E1,5.845425953E0,-8.598391181E-1,4.915198685E1
1.160443958E0,9.089902066E-1,5.278755404E-2,1.131927769E-2,4.133063896E-1,4.926764710E1,6.047412903E0,-1.321165330E0,4.883159920E1
1.170464958E0,9.097366695E-1,5.532152925E-2,8.888077562E-3,4.113875701E-1,4.906202694E1,6.200927919E0,-1.681618085E0,4.857435887E1
1.180486958E0,9.099583408E-1,5.567699841E-2,7.261475262E-3,4.108808174E-1,4.900080965E1,6.162665985E0,-1.864615825E0,4.850158563E1
1.190507958E0,9.097972345E-1,5.481372295E-2,5.339476237E-3,4.113830604E-1,4.904530828E1,5.980911968E0,-2.027730871E0,4.855617868E1
1.200528958E0,9.094889303E-1,5.402290582E-2,3.708609202E-3,4.121865900E-1,4.913035849E1,5.819573896E0,-2.165674833E0,4.865062936E1
1.210549958E0,9.091212201E-1,5.379171719E-2,2.707813845E-3,4.130347743E-1,4.923161649E1,5.746161951E0,-2.264473930E0,4.875312968E1
1.220570958E0,9.086561296E-1,5.397932072E-2,2.233601213E-3,4.140354669E-1,4.935941151E1,5.740869142E0,-2.329116438E0,4.887662697E1
1.230591958E0,9.081651188E-1,5.423644283E-2,1.895198898E-3,4.150795286E-1,4.949399308E1,5.749031815E0,-2.383192738E0,4.900614044E1
1.240612958E0,9.077669365E-1,5.433734239E-2,1.819666477E-3,4.159366059E-1,4.960287994E1,5.753742452E0,-2.401287975E0,4.911357959E1
1.250633958E0,9.075079230E-1,5.457470027E-2,1.822661537E-3,4.164704168E-1,4.967358966E1,5.777267925E0,-2.415694740E0,4.918043502E1
1.260654958E0,9.073833159E-1,5.561167606E-2,1.386241458E-3,4.166063193E-1,4.970757339E1,5.864453287E0,-2.511542342E0,4.919381803E1
1.270675333E0,9.074057380E-1,5.773810574E-2,4.786512218E-4,4.162701560E-1,4.970145988E1,6.044430218E0,-2.705402592E0,4.914348337E1
1.280696333E0,9.075523247E-1,6.055206379E-2,-6.182442183E-4,4.155499507E-1,4.966147486E1,6.288774499E0,-2.948997396E0,4.904213842E1
1.290717333E0,9.076987429E-1,6.367206327E-2,-1.979987820E-3,4.147588543E-1,4.962150569E1,6.553413216E0,-3.233861533E0,4.892939579E1
1.300739333E0,9.078094837E-1,6.655118562E-2,-3.642325380E-3,4.140524942E-1,4.959125567E1,6.779024459E0,-3.538799638E0,4.882585312E1
1.310760333E0,9.079107415E-1,6.861180826E-2,-5.264726167E-3,4.134765786E-1,4.956358089E1,6.920857707E0,-3.801415680E0,4.874055629E1
1.320781333E0,9.080634396E-1,6.957832506E-2,-6.552670637E-3,4.129608276E-1,4.952181959E1,6.963852042E0,-3.977614914E0,4.866719662E1
1.330802333E0,9.082664609E-1,6.951589504E-2,-7.355257268E-3,4.125110786E-1,4.946624424E1,6.921614339E0,-4.054953271E0,4.860730136E1
1.340823333E0,9.085040006E-1,6.862142038E-2,-7.610949027E-3,4.121329371E-1,4.940114543E1,6.817467456E0,-4.036471133E0,4.856127253E1
1.350844333E0,9.087300974E-1,6.718837485E-2,-7.103137454E-3,4.118796135E-1,4.933910782E1,6.692036766E0,-3.913864719E0,4.853566212E1
1.360865333E0,9.089123403E-1,6.535411239E-2,-5.901151482E-3,4.117916108E-1,4.928904976E1,6.556352238E0,-3.701119659E0,4.853466886E1
1.370886333E0,9.090496969E-1,6.359304057E-2,-4.410557061E-3,4.117827179E-1,4.925128947E1,6.441624691E0,-3.462305554E0,4.854439750E1
1.380907333E0,9.091383949E-1,6.238933975E-2,-2.804027197E-3,4.117851413E-1,4.922689133E1,6.390805585E0,-3.237817513E0,4.855453436E1
1.390928333E0,9.092540670E-1,6.170021770E-2,-1.242818366E-3,4.116411466E-1,4.919505641E1,6.392334370E0,-3.041357165E0,4.854492847E1
1.400949333E0,9.095882283E-1,6.111907588E-2,4.885741705E-4,4.109907996E-1,4.910298078E1,6.414712700E0,-2.828693000E0,4.847242188E1
1.410970333E0,9.099853148E-1,6.063740589E-2,2.114878809E-3,4.101770494E-1,4.899335556E1,6.442813962E0,-2.630521109E0,4.837897655E1
1.420992333E0,9.102701221E-1,5.986062630E-2,3.440636905E-3,4.096501505E-1,4.891458574E1,6.424855973E0,-2.451862348E0,4.832085257E1
1.431013333E0,9.104607523E-1,5.886333967E-2,4.653283396E-3,4.093589580E-1,4.886179614E1,6.377744056E0,-2.276341725E0,4.829218496E1
1.441034333E0,9.106236077E-1,5.817432035E-2,5.498435710E-3,4.090845820E-1,4.881665553E1,6.345669925E0,-2.153821524E0,4.826322532E1
1.451055333E0,9.107707845E-1,5.800352815E-2,5.873634858E-3,4.087758142E-1,4.877582702E1,6.346006336E0,-2.104477821E0,4.822670085E1
1.461076333E0,9.108545725E-1,5.832026172E-2,5.797006619E-3,4.085451023E-1,4.875256896E1,6.376173060E0,-2.125728739E0,4.819686213E1
1.471097333E0,9.108852132E-1,5.908402583E-2,5.107610618E-3,4.083761356E-1,4.874406102E1,6.424513816E0,-2.232356739E0,4.817083627E1
1.481118333E0,9.109067503E-1,6.049309771E-2,3.512855530E-3,4.081385538E-1,4.873808005E1,6.498614508E0,-2.463294892E0,4.813037161E1
1.491139333E0,9.109268754E-1,6.280158861E-2,1.094182237E-3,4.077585789E-1,4.873249056E1,6.629441113E0,-2.821372012E0,4.806604605E1
1.501160333E0,9.109515945E-1,6.593126606E-2,-1.789289136E-3,4.072063498E-1,4.872562432E1,6.826089404E0,-3.265057849E0,4.797565778E1
1.511181333E0,9.110103261E-1,6.932314697E-2,-4.458225147E-3,4.064904645E-1,4.870930676E1,7.061785907E0,-3.697075633E0,4.786440401E1
1.521202333E0,9.112296794E-1,7.219392950E-2,-6.473389781E-3,4.054709955E-1,4.864831786E1,7.275164352E0,-4.033664037E0,4.771884339E1
1.531224333E0,9.116140376E-1,7.374754137E-2,-8.085764886E-3,4.042965525E-1,4.854127752E1,7.369966651E0,-4.265251645E0,4.755929557E1
1.541245333E0,9.119342904E-1,7.468099923E-2,-1.042002068E-2,4.033483959E-1,4.845192031E1,7.365922555E0,-4.545438104E0,4.742685850E1
1.551266333E0,9.120957550E-1,7.499589414E-2,-1.256922546E-2,4.028634964E-1,4.840680957E1,7.303309552E0,-4.781431301E0,4.735580289E1
1.561287333E0,9.122104998E-1,7.462184876E-2,-1.454857581E-2,4.026065481E-1,4.837472759E1,7.174778656E0,-4.969717766E0,4.731702817E1
1.571308333E0,9.121017609E-1,7.420156302E-2,-1.727397806E-2,4.028227615E-1,4.840513084E1,7.004730541E0,-5.237905232E0,4.733576589E1
1.581329333E0,9.115866211E-1,7.359435338E-2,-2.104897645E-2,4.039191907E-1,4.854892012E1,6.761448662E0,-5.614126495E0,4.746384846E1
1.591350333E0,9.109101220E-1,7.208358642E-2,-2.484127876E-2,4.054993182E-1,4.873714363E1,6.417930834E0,-5.953196879E0,4.765921482E1
1.601371333E0,9.099500379E-1,6.970723515E-2,-2.729788816E-2,4.079052078E-1,4.900310390E1,6.038060135E0,-6.116321453E0,4.796783868E1
1.611392333E0,9.085603720E-1,6.680642825E-2,-2.772346333E-2,4.114443630E-1,4.938568478E1,5.689286786E0,-6.047397432E0,4.842631822E1
1.621413333E0,9.068545626E-1,6.420162394E-2,-2.679135680E-2,4.156622088E-1,4.985153731E1,5.431989581E0,-5.852283684E0,4.897140406E1
1.631434333E0,9.043720711E-1,6.363892005E-2,-2.519677425E-2,4.212200716E-1,5.052231213E1,5.413620485E0,-5.692327394E0,4.967907009E1
1.641455333E0,9.010500143E-1,6.557409260E-2,-2.245647572E-2,4.281409634E-1,5.140713596E1,5.705028490E0,-5.544494617E0,5.055371382E1
1.651477333E0,8.972782718E-1,6.913848055E-2,-1.788549985E-2,4.356508786E-1,5.239483423E1,6.255063294E0,-5.298068494E0,5.150575654E1
1.661498333E0,8.938729329E-1,7.372575671E-2,-1.320687567E-2,4.420195624E-1,5.327194688E1,6.926952611E0,-5.093827409E0,5.231623483E1
1.671519333E0,8.918362918E-1,7.856052444E-2,-1.029310334E-2,4.453655375E-1,5.379018158E1,7.554651593E0,-5.067875632E0,5.273848023E1
1.681540333E0,8.914206817E-1,8.199928054E-2,-9.062684053E-3,4.456042151E-1,5.389536891E1,7.970786971E0,-5.119643499E0,5.276226098E1
1.691561333E0,8.917411453E-1,8.322795864E-2,-8.464269927E-3,4.447462949E-1,5.381427914E1,8.132899800E0,-5.113358889E0,5.265070798E1
1.701582333E0,8.920946730E-1,8.238169470E-2,-6.971615579E-3,4.442204708E-1,5.372469146E1,8.123640154E0,-4.912250577E0,5.259318308E1
1.711603333E0,8.924172018E-1,8.014181097E-2,-4.426456960E-3,4.440148574E-1,5.364283846E1,8.021572148E0,-4.535042476E0,5.258638313E1
1.721624333E0,8.927448514E-1,7.723445024E-2,-1.546618119E-3,4.438907771E-1,5.355956729E1,7.867166048E0,-4.090312141E0,5.259360643E1
1.731645333E0,8.931021302E-1,7.455958996E-2,1.034007074E-3,4.436309418E-1,5.346862908E1,7.722435889E0,-3.687060151E0,5.258103635E1
1.741666333E0,8.934290001E-1,7.276713982E-2,2.754064743E-3,4.432630209E-1,5.338530517E1,7.625753186E0,-3.416212911E0,5.254766774E1
1.751687333E0,8.937360820E-1,7.203183799E-2,3.632639507E-3,4.427575116E-1,5.330691557E1,7.596092309E0,-3.284390114E0,5.248960993E1
1.761708333E0,8.940686628E-1,7.209978662E-2,4.020956862E-3,4.420709816E-1,5.322189613E1,7.625169090E0,-3.242174378E0,5.240394223E1
1.771730333E0,8.944346450E-1,7.225135195E-2,4.179165595E-3,4.413037614E-1,5.312819236E1,7.651537025E0,-3.227091984E0,5.230654782E1
1.781751333E0,8.947802281E-1,7.184739021E-2,4.308034852E-3,4.406675336E-1,5.303957054E1,7.618546691E0,-3.187985358E0,5.222697141E1
