"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
3.190948900E1,9.125391820E-1,3.156541858E-1,-9.675732092E-2,-2.413976132E-1,4.828271906E1,3.853480549E1,-1.386312618E0,-3.011916782E1
3.191950900E1,9.119543734E-1,3.171898694E-1,-9.731768434E-2,-2.413691852E-1,4.844631159E1,3.873287284E1,-1.396943901E0,-3.014042168E1
3.192952800E1,9.112310913E-1,3.192104526E-1,-9.757058651E-2,-2.413349198E-1,4.864792505E1,3.897791001E1,-1.360641732E0,-3.014940054E1
3.193954700E1,9.103014162E-1,3.217855196E-1,-9.794866481E-2,-2.412706880E-1,4.890592342E1,3.929224784E1,-1.320829920E0,-3.016079971E1
3.194956600E1,9.092137746E-1,3.247793367E-1,-9.850458174E-2,-2.411337107E-1,4.920614775E1,3.966180206E1,-1.288859908E0,-3.017188912E1
3.195958500E1,9.080440731E-1,3.279890510E-1,-9.918278775E-2,-2.409188882E-1,4.952711795E1,4.006109251E1,-1.265604545E0,-3.017974052E1
3.196960400E1,9.068031645E-1,3.314068970E-1,-9.999437801E-2,-2.405797115E-1,4.986551074E1,4.048963537E1,-1.254355545E0,-3.017978671E1
3.197962300E1,9.054233821E-1,3.352258124E-1,-1.010008131E-1,-2.400645716E-1,5.023926800E1,4.097228755E1,-1.257474792E0,-3.016933703E1
3.198964200E1,9.034201002E-1,3.406535995E-1,-1.027034721E-1,-2.392473021E-1,5.077733870E1,4.166844038E1,-1.293152503E0,-3.015773104E1
3.199966200E1,9.018091634E-1,3.450156930E-1,-1.038964597E-1,-2.385582854E-1,5.120619566E1,4.222329047E1,-1.305130496E0,-3.013838051E1
3.200968100E1,9.006388086E-1,3.482124998E-1,-1.046459887E-1,-2.380066042E-1,5.151567354E1,4.262642529E1,-1.303174682E0,-3.011411223E1
3.201970000E1,8.996053889E-1,3.509451434E-1,-1.055536105E-1,-2.374998094E-1,5.178750849E1,4.298022646E1,-1.330205743E0,-3.010156873E1
3.202971900E1,8.986193002E-1,3.534431555E-1,-1.068208293E-1,-2.369612781E-1,5.204566051E1,4.331839988E1,-1.402616672E0,-3.010170012E1
3.203973800E1,8.976458134E-1,3.558218604E-1,-1.082811122E-1,-2.364274250E-1,5.229935027E1,4.364920529E1,-1.498116236E0,-3.011155725E1
3.204975700E1,8.966413065E-1,3.581735071E-1,-1.098215163E-1,-2.359771070E-1,5.255993021E1,4.398001254E1,-1.598732182E0,-3.013501732E1
3.205977600E1,8.955623893E-1,3.606731840E-1,-1.113495187E-1,-2.355507916E-1,5.283848293E1,4.432858710E1,-1.692028381E0,-3.016166049E1
3.206979500E1,8.944269953E-1,3.633496774E-1,-1.127444108E-1,-2.350873870E-1,5.313015249E1,4.469428171E1,-1.767593709E0,-3.017928933E1
3.207981500E1,8.932733307E-1,3.661391139E-1,-1.139272305E-1,-2.345749867E-1,5.342500259E1,4.506680515E1,-1.820143711E0,-3.018271963E1
3.208983400E1,8.921378525E-1,3.689235981E-1,-1.149094523E-1,-2.340536724E-1,5.371373985E1,4.543247576E1,-1.852941783E0,-3.017645530E1
3.209985300E1,8.910555425E-1,3.715973310E-1,-1.157294824E-1,-2.335424943E-1,5.398762600E1,4.577989411E1,-1.872487701E0,-3.016398066E1
3.210987200E1,8.900413418E-1,3.741253938E-1,-1.164191208E-1,-2.330307262E-1,5.424311534E1,4.610585570E1,-1.883665129E0,-3.014539438E1
3.211989100E1,8.890741559E-1,3.765218320E-1,-1.170642099E-1,-2.325389568E-1,5.448572934E1,4.641490691E1,-1.893714692E0,-3.012693165E1
3.212991000E1,8.881285492E-1,3.788171599E-1,-1.177636263E-1,-2.320707896E-1,5.472196965E1,4.671403314E1,-1.911379734E0,-3.011374778E1
3.213992900E1,8.872046481E-1,3.810065833E-1,-1.185612765E-1,-2.316142128E-1,5.495188178E1,4.700410329E1,-1.941733238E0,-3.010668591E1
3.214994900E1,8.862693885E-1,3.831721727E-1,-1.194134015E-1,-2.311840831E-1,5.518372053E1,4.729352068E1,-1.976997539E0,-3.010545524E1
3.215996800E1,8.852439978E-1,3.854645292E-1,-1.203417385E-1,-2.308204823E-1,5.543687456E1,4.760128593E1,-2.012491814E0,-3.011580128E1
3.216998700E1,8.840993948E-1,3.879463359E-1,-1.213872438E-1,-2.305014938E-1,5.571820906E1,4.793641967E1,-2.051189149E0,-3.013755162E1
3.218000600E1,8.828331349E-1,3.906099429E-1,-1.225851731E-1,-2.302223974E-1,5.602793122E1,4.829933801E1,-2.096931563E0,-3.017206233E1
3.219002500E1,8.814907156E-1,3.933593399E-1,-1.238895865E-1,-2.299867544E-1,5.635457259E1,4.867697261E1,-2.147958346E0,-3.021739056E1
3.220004400E1,8.801353151E-1,3.960751142E-1,-1.251962231E-1,-2.298091054E-1,5.668261858E1,4.905133386E1,-2.197023586E0,-3.026970096E1
3.221006300E1,8.788353588E-1,3.986662498E-1,-1.263642913E-1,-2.296644363E-1,5.699561797E1,4.940640827E1,-2.234408182E0,-3.031891477E1
3.222008200E1,8.776213188E-1,4.010885135E-1,-1.273603057E-1,-2.295391338E-1,5.728651521E1,4.973550861E1,-2.259025525E0,-3.036157443E1
3.223010100E1,8.765026993E-1,4.033439073E-1,-1.281922950E-1,-2.293981526E-1,5.755335693E1,5.003897341E1,-2.273468018E0,-3.039414364E1
3.224012100E1,8.754473844E-1,4.055333307E-1,-1.289134908E-1,-2.291636053E-1,5.780406458E1,5.033073244E1,-2.283669319E0,-3.041109776E1
3.225014000E1,8.744230052E-1,4.076886573E-1,-1.296962210E-1,-2.288085181E-1,5.804647626E1,5.062065514E1,-2.306975728E0,-3.041852319E1
3.226015900E1,8.734028618E-1,4.098283369E-1,-1.306251270E-1,-2.283531847E-1,5.828697053E1,5.091401753E1,-2.350101439E0,-3.042315692E1
3.227017800E1,8.723845729E-1,4.119402312E-1,-1.316432684E-1,-2.278608463E-1,5.852612825E1,5.120746606E1,-2.404665679E0,-3.042890792E1
3.228019700E1,8.713341048E-1,4.141192232E-1,-1.326405471E-1,-2.273516280E-1,5.877191376E1,5.150875386E1,-2.455710104E0,-3.043241273E1
3.229021600E1,8.702743434E-1,4.163262535E-1,-1.335983659E-1,-2.268179857E-1,5.901892873E1,5.181243865E1,-2.503126087E0,-3.043177792E1
3.230023500E1,8.692302395E-1,4.185011046E-1,-1.345398949E-1,-2.262620266E-1,5.926137756E1,5.211196826E1,-2.551105141E0,-3.042830070E1
3.231025400E1,8.682137207E-1,4.206096799E-1,-1.354592757E-1,-2.257060465E-1,5.949655760E1,5.240296395E1,-2.599077705E0,-3.042393733E1
3.232027400E1,8.671868971E-1,4.227714549E-1,-1.363064484E-1,-2.251038945E-1,5.973326742E1,5.269821482E1,-2.640627490E0,-3.041135950E1
3.233029300E1,8.661443948E-1,4.249818569E-1,-1.371118220E-1,-2.244653276E-1,5.997272365E1,5.299827951E1,-2.678400802E0,-3.039320967E1
3.234031200E1,8.651107222E-1,4.271479310E-1,-1.378961538E-1,-2.238585604E-1,6.020929862E1,5.329257592E1,-2.713937844E0,-3.037757836E1
3.235033100E1,8.640673770E-1,4.293091687E-1,-1.386290980E-1,-2.233008312E-1,6.044723617E1,5.358490722E1,-2.742052272E0,-3.036469457E1
3.236035000E1,8.630009353E-1,4.314634206E-1,-1.393452151E-1,-2.228262155E-1,6.068956767E1,5.387630433E1,-2.764297590E0,-3.035998893E1
3.237036900E1,8.618826740E-1,4.336196323E-1,-1.400589509E-1,-2.225215992E-1,6.094273763E1,5.416857321E1,-2.777027470E0,-3.037340992E1
3.238038800E1,8.607248580E-1,4.357958110E-1,-1.406906795E-1,-2.223534754E-1,6.120386485E1,5.446098507E1,-2.773654849E0,-3.039695324E1
3.239040700E1,8.595732375E-1,4.378965364E-1,-1.412976784E-1,-2.222957342E-1,6.146260052E1,5.474370979E1,-2.764238045E0,-3.043069739E1
3.240042700E1,8.584602446E-1,4.398594310E-1,-1.419399226E-1,-2.223121504E-1,6.171172730E1,5.501108356E1,-2.758560762E0,-3.047399203E1
3.241044600E1,8.573943086E-1,4.417369467E-1,-1.425801333E-1,-2.222933108E-1,6.194947414E1,5.526801819E1,-2.757246215E0,-3.051338747E1
3.242046500E1,8.563688969E-1,4.435504834E-1,-1.432403636E-1,-2.222104290E-1,6.217740952E1,5.551790681E1,-2.763306269E0,-3.054719005E1
3.243048400E1,8.553493435E-1,4.453069850E-1,-1.440155812E-1,-2.221235433E-1,6.240329959E1,5.576520559E1,-2.782284048E0,-3.058716358E1
3.244050300E1,8.543442887E-1,4.470226778E-1,-1.448619952E-1,-2.219947636E-1,6.262526009E1,5.601026580E1,-2.811523358E0,-3.062695692E1
3.245052200E1,8.533698957E-1,4.486923779E-1,-1.457028565E-1,-2.218237738E-1,6.283977642E1,5.624961122E1,-2.843931529E0,-3.066216886E1
3.246054100E1,8.524292413E-1,4.503215749E-1,-1.465238666E-1,-2.215981407E-1,6.304624328E1,5.648335327E1,-2.878697239E0,-3.069069422E1
3.247056000E1,8.515077637E-1,4.519419210E-1,-1.473415892E-1,-2.212996356E-1,6.324791456E1,5.671601677E1,-2.917377810E0,-3.071168734E1
3.248058000E1,8.506082867E-1,4.535147360E-1,-1.482092874E-1,-2.209616811E-1,6.344421649E1,5.694480604E1,-2.964507783E0,-3.073164330E1
3.249059900E1,8.497251838E-1,4.550498296E-1,-1.491033696E-1,-2.206017049E-1,6.363641714E1,5.717009639E1,-3.016540226E0,-3.075106365E1
3.250061800E1,8.488411747E-1,4.565818465E-1,-1.500173029E-1,-2.202188640E-1,6.382829604E1,5.739598265E1,-3.071714643E0,-3.076960146E1
3.251063700E1,8.479285690E-1,4.581669789E-1,-1.509179495E-1,-2.198268561E-1,6.402584230E1,5.762832250E1,-3.124194777E0,-3.078693108E1
3.252065600E1,8.469542182E-1,4.598484380E-1,-1.518027277E-1,-2.194627917E-1,6.423615467E1,5.787254227E1,-3.170112602E0,-3.080688511E1
3.253067500E1,8.459195973E-1,4.616228624E-1,-1.526100085E-1,-2.191680166E-1,6.445880523E1,5.812599574E1,-3.201386111E0,-3.083005464E1
3.254069400E1,8.448285419E-1,4.634906422E-1,-1.533100255E-1,-2.189456077E-1,6.469285958E1,5.838762133E1,-3.214999751E0,-3.085490272E1
3.255071400E1,8.436785862E-1,4.654745470E-1,-1.538950975E-1,-2.187606041E-1,6.493873497E1,5.865994818E1,-3.211448729E0,-3.087733049E1
3.256073300E1,8.425028998E-1,4.675265085E-1,-1.543877520E-1,-2.185685409E-1,6.518925773E1,5.893769701E1,-3.197106578E0,-3.089384938E1
3.257075200E1,8.413322079E-1,4.695792497E-1,-1.548540015E-1,-2.183473753E-1,6.543786799E1,5.921485386E1,-3.181810162E0,-3.090590022E1
3.258077100E1,8.402062548E-1,4.715465697E-1,-1.553337275E-1,-2.181027129E-1,6.567618793E1,5.948203419E1,-3.171999913E0,-3.091620040E1
3.259079000E1,8.391291078E-1,4.734250337E-1,-1.558153606E-1,-2.178364712E-1,6.590346100E1,5.973831895E1,-3.166626802E0,-3.092424511E1
3.260080900E1,8.381262025E-1,4.751823887E-1,-1.562831063E-1,-2.175356902E-1,6.611444601E1,5.997894091E1,-3.166153011E0,-3.092764469E1
3.261082800E1,8.372188441E-1,4.767728632E-1,-1.567340987E-1,-2.172251733E-1,6.630481747E1,6.019796261E1,-3.170495284E0,-3.092862201E1
3.262084700E1,8.364065478E-1,4.781899773E-1,-1.571605721E-1,-2.169312834E-1,6.647483424E1,6.039423663E1,-3.177621555E0,-3.092936447E1
3.263086600E1,8.356710853E-1,4.794640554E-1,-1.575758239E-1,-2.166516812E-1,6.662843804E1,6.057206643E1,-3.187847439E0,-3.093052653E1
3.264088600E1,8.349389103E-1,4.806718155E-1,-1.581099509E-1,-2.164087467E-1,6.678104470E1,6.074626872E1,-3.209160157E0,-3.094269375E1
3.265090500E1,8.341463599E-1,4.819147893E-1,-1.587821299E-1,-2.162085703E-1,6.694588859E1,6.093057231E1,-3.239329815E0,-3.096806677E1
3.266092400E1,8.332631305E-1,4.832818223E-1,-1.595427963E-1,-2.160029779E-1,6.712917145E1,6.113436259E1,-3.273463191E0,-3.099900787E1
3.267094300E1,8.322597826E-1,4.848185912E-1,-1.603943206E-1,-2.157967956E-1,6.733684609E1,6.136366163E1,-3.309805928E0,-3.103638480E1
3.268096200E1,8.311475905E-1,4.865413331E-1,-1.612478892E-1,-2.155696451E-1,6.756639122E1,6.161713332E1,-3.340775792E0,-3.107268238E1
3.269098100E1,8.299998054E-1,4.883571774E-1,-1.620008953E-1,-2.153211894E-1,6.780256397E1,6.187892388E1,-3.360268043E0,-3.110110173E1
3.270100000E1,8.288667506E-1,4.901764040E-1,-1.626245844E-1,-2.150820272E-1,6.803499745E1,6.213645325E1,-3.367030617E0,-3.112255559E1
3.271102000E1,8.277868641E-1,4.919082918E-1,-1.631348668E-1,-2.149003742E-1,6.825587578E1,6.237874073E1,-3.362857748E0,-3.114252650E1
3.272103900E1,8.267933996E-1,4.935129066E-1,-1.635023452E-1,-2.147667477E-1,6.845852412E1,6.259940411E1,-3.347117303E0,-3.115794923E1
3.273105800E1,8.258538831E-1,4.950192455E-1,-1.638264860E-1,-2.146675129E-1,6.864968463E1,6.280600479E1,-3.328716080E0,-3.117380307E1
3.274107700E1,8.249583469E-1,4.964205755E-1,-1.641978103E-1,-2.145910585E-1,6.883146285E1,6.300119693E1,-3.316864347E0,-3.119466557E1
3.275109600E1,8.241020072E-1,4.977133458E-1,-1.646318807E-1,-2.145543908E-1,6.900489207E1,6.318513882E1,-3.312036812E0,-3.122326052E1
3.276111500E1,8.232513152E-1,4.989542965E-1,-1.651072761E-1,-2.145727668E-1,6.917680021E1,6.336431072E1,-3.309270380E0,-3.125996256E1
3.277113400E1,8.223756934E-1,5.002333059E-1,-1.655449922E-1,-2.146154826E-1,6.935335646E1,6.354712166E1,-3.300040391E0,-3.129689093E1
3.278115300E1,8.214503804E-1,5.015903606E-1,-1.659633734E-1,-2.146686930E-1,6.953950591E1,6.373945736E1,-3.285413119E0,-3.133394863E1
3.279117300E1,8.204379710E-1,5.030524875E-1,-1.664614543E-1,-2.147332198E-1,6.974267923E1,6.394880668E1,-3.273279590E0,-3.137772303E1
3.280119200E1,8.193714871E-1,5.045863061E-1,-1.670113759E-1,-2.147796657E-1,6.995614679E1,6.416973782E1,-3.264127609E0,-3.142337334E1
3.281121100E1,8.182965528E-1,5.061275953E-1,-1.675937821E-1,-2.147974727E-1,7.017073217E1,6.439316020E1,-3.259192698E0,-3.146839003E1
3.282123000E1,8.172519221E-1,5.076598651E-1,-1.681009562E-1,-2.147620483E-1,7.037872147E1,6.461256385E1,-3.250959910E0,-3.150322399E1
3.283124900E1,8.162452446E-1,5.091632537E-1,-1.685464378E-1,-2.146826858E-1,7.057864885E1,6.482591261E1,-3.240852360E0,-3.152960605E1
3.284126800E1,8.152654990E-1,5.106515432E-1,-1.689352847E-1,-2.145649275E-1,7.077275542E1,6.503518678E1,-3.228514595E0,-3.154844525E1
3.285128700E1,8.143246338E-1,5.120816174E-1,-1.693154176E-1,-2.144296993E-1,7.095872431E1,6.523672636E1,-3.218530525E0,-3.156483599E1
3.286130600E1,8.134194670E-1,5.134532866E-1,-1.696909461E-1,-2.142882756E-1,7.113723836E1,6.543066999E1,-3.210575818E0,-3.158017865E1
3.287132600E1,8.125390404E-1,5.147662979E-1,-1.700990013E-1,-2.141545647E-1,7.131050093E1,6.561848945E1,-3.207089900E0,-3.159832234E1
3.288134500E1,8.116412915E-1,5.161097919E-1,-1.704811679E-1,-2.140218232E-1,7.148679722E1,6.580944775E1,-3.200005065E0,-3.161502632E1
3.289136400E1,8.107111316E-1,5.175011963E-1,-1.708712264E-1,-2.138760583E-1,7.166906161E1,6.600717985E1,-3.192578595E0,-3.163119029E1
3.290138300E1,8.097547985E-1,5.189513219E-1,-1.712263768E-1,-2.137013385E-1,7.185603703E1,6.621136239E1,-3.181640973E0,-3.164241758E1
3.291140200E1,8.086823930E-1,5.205769153E-1,-1.714985296E-1,-2.135899233E-1,7.206520661E1,6.643551741E1,-3.152612960E0,-3.165501046E1
3.292142100E1,8.074572052E-1,5.224238745E-1,-1.717281877E-1,-2.135310653E-1,7.230353542E1,6.668739302E1,-3.108036591E0,-3.167070042E1
3.293144000E1,8.061660576E-1,5.243676450E-1,-1.720080850E-1,-2.134196501E-1,7.255396301E1,6.695434235E1,-3.067559586E0,-3.168486768E1
3.294145900E1,8.048304240E-1,5.263437948E-1,-1.723350497E-1,-2.133327433E-1,7.281223677E1,6.722792949E1,-3.028245479E0,-3.170475042E1
3.295147900E1,8.035298144E-1,5.282861955E-1,-1.725875304E-1,-2.132301157E-1,7.306298149E1,6.749440532E1,-2.984477064E0,-3.171792487E1
3.296149800E1,8.022702347E-1,5.301714662E-1,-1.727901303E-1,-2.131296165E-1,7.330511209E1,6.775169081E1,-2.938170362E0,-3.172771891E1
3.297151700E1,8.010415277E-1,5.320398571E-1,-1.727955040E-1,-2.130911365E-1,7.354064733E1,6.799912251E1,-2.870963116E0,-3.173006186E1
3.298153600E1,7.999164386E-1,5.337476474E-1,-1.726215639E-1,-2.131874209E-1,7.375575286E1,6.821845257E1,-2.785046078E0,-3.173277063E1
3.299155500E1,7.990275826E-1,5.350931645E-1,-1.724214296E-1,-2.133096257E-1,7.392531318E1,6.838895199E1,-2.708687708E0,-3.173500052E1
3.300157400E1,7.983624422E-1,5.361036141E-1,-1.722544227E-1,-2.133982816E-1,7.405197920E1,6.851643634E1,-2.650057711E0,-3.173513562E1
3.301159300E1,7.978381775E-1,5.369139083E-1,-1.721303635E-1,-2.134220946E-1,7.415168685E1,6.861909434E1,-2.607042103E0,-3.173122856E1
3.302161200E1,7.973446590E-1,5.376909276E-1,-1.720546678E-1,-2.133711601E-1,7.424544223E1,6.871928483E1,-2.574493341E0,-3.172318509E1
3.303163200E1,7.968283812E-1,5.384814971E-1,-1.721023991E-1,-2.132672892E-1,7.434341294E1,6.882632513E1,-2.555733493E0,-3.171845866E1
3.304165100E1,7.962998808E-1,5.392687581E-1,-1.722706071E-1,-2.131162981E-1,7.444358876E1,6.893786552E1,-2.550745600E0,-3.171741112E1
3.305167000E1,7.957881548E-1,5.400082456E-1,-1.725255323E-1,-2.129489541E-1,7.454047530E1,6.904663842E1,-2.556191982E0,-3.172063928E1
3.306168900E1,7.953016537E-1,5.406904135E-1,-1.728352485E-1,-2.127844549E-1,7.463248623E1,6.915008561E1,-2.568357734E0,-3.172781600E1
3.307170800E1,7.947988840E-1,5.413824436E-1,-1.731649422E-1,-2.126351286E-1,7.472747228E1,6.925575133E1,-2.580830234E0,-3.173793203E1
3.308172700E1,7.942702993E-1,5.421324679E-1,-1.734344502E-1,-2.124793328E-1,7.482722438E1,6.936675527E1,-2.586280059E0,-3.174345941E1
3.309174600E1,7.937037403E-1,5.429624868E-1,-1.736308756E-1,-2.123170042E-1,7.493401692E1,6.948552002E1,-2.582772186E0,-3.174354696E1
3.310176500E1,7.930970364E-1,5.438639658E-1,-1.737769144E-1,-2.121570569E-1,7.504823271E1,6.961185546E1,-2.571997781E0,-3.174058806E1
3.311178500E1,7.924725676E-1,5.447820506E-1,-1.739472298E-1,-2.119954027E-1,7.516563825E1,6.974150901E1,-2.562791444E0,-3.173921796E1
3.312180742E1,7.918639882E-1,5.456490534E-1,-1.742092568E-1,-2.118246869E-1,7.527990627E1,6.986818697E1,-2.564050841E0,-3.174324318E1
3.313182642E1,7.912942260E-1,5.464284329E-1,-1.745498033E-1,-2.116645499E-1,7.538675213E1,6.998646419E1,-2.574675706E0,-3.175358104E1
3.314184542E1,7.907730591E-1,5.471211585E-1,-1.749058599E-1,-2.115287317E-1,7.548437227E1,7.009387408E1,-2.588242669E0,-3.176718207E1
3.315186442E1,7.903077790E-1,5.477158716E-1,-1.752837275E-1,-2.114159257E-1,7.557143355E1,7.018913701E1,-2.605820528E0,-3.178432786E1
3.316188342E1,7.899111350E-1,5.482195265E-1,-1.756319447E-1,-2.113036043E-1,7.564558460E1,7.027101142E1,-2.624246738E0,-3.179923683E1
3.317190242E1,7.895771002E-1,5.486544398E-1,-1.759325782E-1,-2.111728437E-1,7.570798321E1,7.034171082E1,-2.642434406E0,-3.180886727E1
3.318192142E1,7.892928197E-1,5.490479649E-1,-1.761690642E-1,-2.110154253E-1,7.576105315E1,7.040419628E1,-2.658491073E0,-3.181132575E1
3.319194142E1,7.890257140E-1,5.494647973E-1,-1.763146394E-1,-2.108081260E-1,7.581088809E1,7.046601444E1,-2.669245932E0,-3.180265759E1
3.320196042E1,7.887285577E-1,5.499343132E-1,-1.764479920E-1,-2.105835886E-1,7.586629702E1,7.053440755E1,-2.678112255E0,-3.179162847E1
3.321197942E1,7.883899288E-1,5.504573766E-1,-1.766097306E-1,-2.103498633E-1,7.592939721E1,7.061120806E1,-2.688008907E0,-3.178189352E1
3.322199842E1,7.880319335E-1,5.509791125E-1,-1.768281777E-1,-2.101417422E-1,7.599605775E1,7.069025008E1,-2.701068585E0,-3.177865668E1
3.323201742E1,7.876864347E-1,5.514540021E-1,-1.771042606E-1,-2.099588881E-1,7.606034435E1,7.076545202E1,-2.719127139E0,-3.178182926E1
3.324203642E1,7.873405566E-1,5.519117801E-1,-1.774314255E-1,-2.097766662E-1,7.612465537E1,7.084051505E1,-2.742162084E0,-3.178865844E1
3.325205542E1,7.869706548E-1,5.523697899E-1,-1.778309355E-1,-2.096209125E-1,7.619338228E1,7.091870445E1,-2.769549546E0,-3.180321279E1
3.326207442E1,7.866056420E-1,5.528158932E-1,-1.782510342E-1,-2.094579095E-1,7.626114932E1,7.099619221E1,-2.799624029E0,-3.181854386E1
3.327209442E1,7.862631145E-1,5.532523870E-1,-1.786312620E-1,-2.092674479E-1,7.632469541E1,7.107073669E1,-2.828518697E0,-3.182842757E1
3.328211342E1,7.859753359E-1,5.536473030E-1,-1.789169333E-1,-2.090602540E-1,7.637804980E1,7.113573563E1,-2.852061078E0,-3.182991257E1
3.329213242E1,7.857356467E-1,5.540156664E-1,-1.790821490E-1,-2.088435771E-1,7.642246426E1,7.119211356E1,-2.866972381E0,-3.182187865E1
3.330215142E1,7.855264719E-1,5.543782558E-1,-1.791395108E-1,-2.086190608E-1,7.646120655E1,7.124319901E1,-2.873436839E0,-3.180542951E1
3.331217042E1,7.853219965E-1,5.547478626E-1,-1.791377618E-1,-2.084078840E-1,7.649906237E1,7.129278534E1,-2.873670856E0,-3.178609749E1
3.332218942E1,7.850993979E-1,5.551324315E-1,-1.791496261E-1,-2.082118801E-1,7.654025542E1,7.134499754E1,-2.873452836E0,-3.176924801E1
3.333220842E1,7.848682857E-1,5.555062108E-1,-1.791903189E-1,-2.080514481E-1,7.658300412E1,7.139702502E1,-2.873662856E0,-3.175785494E1
3.334222842E1,7.846273111E-1,5.558589167E-1,-1.792705454E-1,-2.079490945E-1,7.662755556E1,7.144794609E1,-2.874039282E0,-3.175481077E1
3.335224742E1,7.843621863E-1,5.562173335E-1,-1.793786942E-1,-2.078980336E-1,7.667654656E1,7.150089025E1,-2.873025854E0,-3.175872197E1
3.336226642E1,7.840508054E-1,5.565927144E-1,-1.795588931E-1,-2.079121107E-1,7.673405121E1,7.155924494E1,-2.872974661E0,-3.177409656E1
3.337228542E1,7.837185618E-1,5.569563785E-1,-1.798160521E-1,-2.079684610E-1,7.679536852E1,7.161932222E1,-2.876977586E0,-3.179900548E1
3.338230442E1,7.834084874E-1,5.572703304E-1,-1.801025242E-1,-2.080480764E-1,7.685255706E1,7.167396227E1,-2.883748068E0,-3.182810820E1
3.339232342E1,7.831436366E-1,5.575157936E-1,-1.803758044E-1,-2.081505775E-1,7.690137632E1,7.171882486E1,-2.890414663E0,-3.185826657E1
3.340234242E1,7.829415214E-1,5.576907241E-1,-1.805721876E-1,-2.082721080E-1,7.693861408E1,7.175093600E1,-2.891919058E0,-3.188454528E1
3.341236142E1,7.827736927E-1,5.578302513E-1,-1.806948981E-1,-2.084229937E-1,7.696952332E1,7.177518588E1,-2.886471459E0,-3.190826733E1
3.342238142E1,7.826372422E-1,5.579231640E-1,-1.807882745E-1,-2.086055528E-1,7.699464585E1,7.179192288E1,-2.878119180E0,-3.193278697E1
3.343240042E1,7.825427912E-1,5.579597053E-1,-1.808445405E-1,-2.088130417E-1,7.701203162E1,7.179948673E1,-2.867054267E0,-3.195686970E1
3.344241942E1,7.824869044E-1,5.579386740E-1,-1.808873196E-1,-2.090418148E-1,7.702231723E1,7.179871130E1,-2.855594287E0,-3.198185774E1
3.345243842E1,7.824658310E-1,5.578892358E-1,-1.808799439E-1,-2.092587868E-1,7.702619536E1,7.179195151E1,-2.841792461E0,-3.200203344E1
3.346245742E1,7.824613845E-1,5.578267109E-1,-1.808499985E-1,-2.094679826E-1,7.702701363E1,7.178245690E1,-2.827124383E0,-3.201981073E1
3.347247642E1,7.824766838E-1,5.577407103E-1,-1.807975889E-1,-2.096849968E-1,7.702419815E1,7.176884194E1,-2.810916919E0,-3.203666457E1
3.348249542E1,7.825374807E-1,5.576035223E-1,-1.806998504E-1,-2.099071739E-1,7.701300904E1,7.174638756E1,-2.792490041E0,-3.205062405E1
3.349251442E1,7.826105211E-1,5.574560083E-1,-1.806066216E-1,-2.101066549E-1,7.699956478E1,7.172270262E1,-2.776428132E0,-3.206270013E1
3.350253442E1,7.826732778E-1,5.573120347E-1,-1.805482060E-1,-2.103050401E-1,7.698801185E1,7.170097178E1,-2.763269260E0,-3.207717960E1
3.351255342E1,7.827328945E-1,5.571953933E-1,-1.804567263E-1,-2.104709090E-1,7.697703558E1,7.168150838E1,-2.748500621E0,-3.208625718E1
3.352257242E1,7.828145119E-1,5.570931029E-1,-1.802894455E-1,-2.105815656E-1,7.696200656E1,7.166072513E1,-2.730565072E0,-3.208465619E1
3.353259142E1,7.829030413E-1,5.570003377E-1,-1.801107007E-1,-2.106503282E-1,7.694570193E1,7.164070328E1,-2.714189213E0,-3.207823762E1
3.354261042E1,7.829931092E-1,5.569126512E-1,-1.799406171E-1,-2.106926858E-1,7.692911099E1,7.162171345E1,-2.700185347E0,-3.206991956E1
3.355262942E1,7.830931447E-1,5.568059143E-1,-1.797949786E-1,-2.107273515E-1,7.691068039E1,7.160117565E1,-2.689532429E0,-3.206255588E1
3.356264842E1,7.837687376E-1,5.559069431E-1,-1.793959112E-1,-2.109290031E-1,7.678611096E1,7.146306128E1,-2.676458090E0,-3.205092969E1
3.357266842E1,7.845626157E-1,5.548417236E-1,-1.789520206E-1,-2.111596307E-1,7.663951273E1,7.130077817E1,-2.663940541E0,-3.203851963E1
3.358268742E1,7.855211614E-1,5.535418305E-1,-1.784344573E-1,-2.114454285E-1,7.646218991E1,7.110398808E1,-2.650319374E0,-3.202564710E1
3.359270642E1,7.867475504E-1,5.518692539E-1,-1.777758074E-1,-2.118126118E-1,7.623480915E1,7.085144886E1,-2.633302818E0,-3.200976728E1
3.360272542E1,7.884498827E-1,5.495363415E-1,-1.768739491E-1,-2.123020842E-1,7.591822863E1,7.050055611E1,-2.612278548E0,-3.198700531E1
3.361274442E1,7.899891278E-1,5.474264492E-1,-1.760554784E-1,-2.127107822E-1,7.563100904E1,7.018372470E1,-2.595057348E0,-3.196331361E1
3.362276342E1,7.910024434E-1,5.460507761E-1,-1.754772237E-1,-2.129585846E-1,7.544141939E1,6.997561798E1,-2.581098079E0,-3.194312847E1
3.363278242E1,7.912859231E-1,5.457058884E-1,-1.752728536E-1,-2.129577417E-1,7.538830820E1,6.992095787E1,-2.576731827E0,-3.192782104E1
3.364280142E1,7.915582339E-1,5.453660162E-1,-1.751115155E-1,-2.129495231E-1,7.533725954E1,6.986876423E1,-2.576374024E0,-3.191482625E1
