"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.958724450E1,1.628613281E-1,4.774920502E0,1.039438477E1
1.959726350E1,1.971400452E-1,4.590653687E0,1.039498352E1
1.960728250E1,2.480342102E-1,4.400399323E0,1.042956161E1
1.961730150E1,5.682183838E-1,4.491260376E0,1.027433441E1
1.962732050E1,3.308120728E-1,3.743864594E0,1.076501404E1
1.963733950E1,1.939965820E-1,3.251688080E0,1.072744217E1
1.964735950E1,3.035687256E-1,3.160527649E0,1.066562073E1
1.965737850E1,2.890489197E-1,3.026406555E0,1.035441788E1
1.966739750E1,3.912863159E-1,2.611469421E0,1.104747665E1
1.967741650E1,2.856060791E-1,2.128124542E0,1.093640762E1
1.968743550E1,3.727249146E-1,1.888472900E0,1.022628433E1
1.969745450E1,4.264631653E-1,2.377356262E0,9.821376343E0
1.970747350E1,3.281176758E-1,2.928210754E0,1.033840118E1
1.971749250E1,3.164419556E-1,3.755390625E0,1.086889801E1
1.972751150E1,2.779719543E-1,4.709356842E0,1.111902786E1
1.973753050E1,4.379891968E-1,5.594017181E0,1.120420074E1
1.974755050E1,5.096900940E-1,5.880521393E0,1.122560623E1
1.975756950E1,4.637356567E-1,5.770051117E0,1.099119370E1
1.976758850E1,2.227368164E-1,5.368136902E0,1.080917221E1
1.977760750E1,1.537303162E-1,5.097948761E0,1.052880524E1
1.978762650E1,1.901046753E-1,4.976251831E0,1.019395157E1
1.979764550E1,2.517764282E-1,4.920118561E0,9.918224945E0
1.980766450E1,3.761677551E-1,4.927602997E0,9.851763153E0
1.981768350E1,4.448748779E-1,5.013823700E0,9.926757202E0
1.982770250E1,3.317102051E-1,5.013674011E0,1.011416748E1
1.983772150E1,2.315684509E-1,4.878355408E0,1.034004776E1
1.984774150E1,1.766326904E-1,4.642895050E0,1.054407349E1
1.985776050E1,1.942959595E-1,4.384682007E0,1.060364960E1
1.986777950E1,2.203417969E-1,4.188589783E0,1.068088898E1
1.987779850E1,2.113604736E-1,4.096231842E0,1.071516769E1
1.988781750E1,1.844165039E-1,4.086801453E0,1.070903046E1
1.989783650E1,1.658551025E-1,4.190835114E0,1.063433578E1
1.990785550E1,1.550775146E-1,4.370162201E0,1.051114197E1
1.991787450E1,1.543290710E-1,4.542304230E0,1.034603531E1
1.992789350E1,1.615141296E-1,4.696184235E0,1.017149826E1
1.993791250E1,2.052232361E-1,4.806654510E0,1.001462448E1
1.994793250E1,2.826123047E-1,4.895719299E0,1.000279907E1
1.995795150E1,3.589535522E-1,4.955594788E0,1.002600082E1
1.996797050E1,3.731739807E-1,5.053491211E0,1.016551071E1
1.997798950E1,3.613485718E-1,5.111271057E0,1.041114990E1
1.998800850E1,6.605763245E-1,5.176984406E0,1.054137909E1
1.999802750E1,4.303550720E-1,5.194198608E0,1.074001602E1
2.000804650E1,1.477427673E-1,5.308560791E0,1.101708984E1
2.001806550E1,2.207908630E-1,5.203928375E0,1.089748856E1
2.002808450E1,2.999761963E-1,5.106630707E0,1.071187454E1
2.003810450E1,3.604504395E-1,4.990921326E0,1.050545380E1
2.004812350E1,4.306544495E-1,4.849465485E0,1.034932846E1
2.005814250E1,4.888833618E-1,4.801265717E0,1.022269180E1
2.006816150E1,5.007087708E-1,4.768932953E0,1.020368134E1
2.007818050E1,5.013075256E-1,4.741090851E0,1.028496231E1
2.008819950E1,4.825964355E-1,4.778662720E0,1.042492126E1
2.009821850E1,4.531077576E-1,4.821773071E0,1.055500076E1
2.010823854E1,4.176315308E-1,4.862787781E0,1.062191162E1
2.011825754E1,3.848497009E-1,4.936434631E0,1.066307602E1
2.012827654E1,3.501219177E-1,5.021008759E0,1.064750839E1
2.013829654E1,3.161425781E-1,5.079537048E0,1.055006104E1
2.014831554E1,2.980302429E-1,5.057383118E0,1.046638504E1
2.015833454E1,3.058140564E-1,5.021158447E0,1.038929535E1
2.016835354E1,3.122506714E-1,5.014572144E0,1.035471725E1
2.017837254E1,2.695893860E-1,4.984484711E0,1.038196060E1
2.018839154E1,2.348616028E-1,4.993915100E0,1.048599426E1
2.019841054E1,2.074685669E-1,5.043462067E0,1.060110489E1
2.020842954E1,1.712438965E-1,5.087919617E0,1.070977890E1
2.021844854E1,1.501377869E-1,5.102888489E0,1.073896820E1
2.022846754E1,1.640588379E-1,5.086422729E0,1.071097641E1
2.023848754E1,2.035766602E-1,5.054389343E0,1.071397018E1
2.024850654E1,2.466870117E-1,4.994064789E0,1.070079758E1
2.025852554E1,2.757266235E-1,4.920867004E0,1.062894699E1
2.026854454E1,3.195854187E-1,4.864883423E0,1.054991135E1
2.027856354E1,3.664379883E-1,4.848417664E0,1.049602341E1
2.028858254E1,3.990701294E-1,4.855303345E0,1.048704208E1
2.029860154E1,4.158352661E-1,4.885989532E0,1.052626053E1
2.030862054E1,4.451742554E-1,4.905449066E0,1.049602341E1
2.031863954E1,3.182382202E-1,4.703668671E0,1.047192352E1
2.032865954E1,6.113287354E-1,4.980293427E0,1.035801041E1
2.033867854E1,6.771917725E-1,5.242098999E0,1.033450928E1
2.034869754E1,5.186714172E-1,5.099295959E0,1.047746201E1
2.035871654E1,5.577401733E-1,5.166356506E0,1.048838928E1
2.036873554E1,5.239105225E-1,5.132077789E0,1.053793625E1
2.037875454E1,4.788542175E-1,5.041965179E0,1.063852707E1
2.038877354E1,4.508624268E-1,4.949756927E0,1.067999084E1
2.039879254E1,4.207749939E-1,4.828509064E0,1.069016968E1
2.040881154E1,3.836521912E-1,4.746329956E0,1.068852310E1
2.041883054E1,3.484753418E-1,4.727469177E0,1.070424042E1
2.042885054E1,3.043171692E-1,4.779261475E0,1.076381653E1
2.043886954E1,3.100053406E-1,4.870870972E0,1.088147186E1
2.044888854E1,2.935395813E-1,4.979844360E0,1.107741440E1
2.045890754E1,2.800675964E-1,5.023254089E0,1.123743164E1
2.046892654E1,2.630030823E-1,4.875211945E0,1.130733627E1
2.047894554E1,2.336640930E-1,4.583618317E0,1.113803833E1
2.048896454E1,1.567240906E-1,4.272415466E0,1.085901855E1
2.049898354E1,1.194515991E-1,4.075724487E0,1.049976562E1
2.050900254E1,1.050814819E-1,4.072581024E0,1.015997223E1
2.051902154E1,9.430389404E-2,4.225562897E0,9.886191559E0
2.052904154E1,1.116677856E-1,4.516258392E0,9.698631592E0
2.053906054E1,2.019300842E-1,4.804858246E0,9.680070190E0
2.054907954E1,3.079096985E-1,5.050198059E0,9.788145447E0
2.055909854E1,4.290078735E-1,5.342091064E0,9.967173157E0
2.056911754E1,5.321434021E-1,5.534590759E0,1.027657974E1
2.057913654E1,5.757028198E-1,5.558690643E0,1.055754547E1
2.058915554E1,5.334906006E-1,5.541626129E0,1.078417419E1
2.059917454E1,4.564009094E-1,5.427114258E0,1.094329330E1
2.060919354E1,3.564088440E-1,5.248236237E0,1.096454910E1
2.061921354E1,2.734812927E-1,5.094505920E0,1.084599564E1
2.062923254E1,2.417472839E-1,4.929698639E0,1.069720505E1
2.063925154E1,2.535726929E-1,4.803660736E0,1.055470139E1
2.064927054E1,2.932402039E-1,4.727469177E0,1.039408539E1
2.065928954E1,3.344046021E-1,4.629423065E0,1.022972717E1
2.066930854E1,3.833528137E-1,4.537963257E0,1.011371841E1
2.067932754E1,4.134402466E-1,4.482877808E0,1.005444168E1
2.068934654E1,4.234693909E-1,4.400399323E0,1.010353958E1
2.069936554E1,4.144880676E-1,4.406985626E0,1.019215530E1
2.070938454E1,3.847000122E-1,4.502936096E0,1.035995636E1
2.071940454E1,3.866459656E-1,4.584516449E0,1.054467224E1
2.072942354E1,3.887416077E-1,4.706512756E0,1.069630692E1
2.073944254E1,3.869453430E-1,4.801415405E0,1.074944641E1
2.074946154E1,3.689826965E-1,4.819976807E0,1.070678513E1
2.075948054E1,3.379971313E-1,4.758903809E0,1.054991135E1
2.076949954E1,3.086581421E-1,4.650978241E0,1.034813095E1
2.077951854E1,3.007246399E-1,4.623285828E0,1.013766861E1
2.078953754E1,3.402424622E-1,4.706063690E0,1.002779709E1
2.079955654E1,4.243675232E-1,4.793481903E0,9.987830200E0
2.080957554E1,4.628375244E-1,4.895868988E0,9.952653351E0
2.081959554E1,4.761598206E-1,5.123844910E0,9.860145721E0
2.082961454E1,4.587959290E-1,5.227878571E0,9.899214478E0
2.083963354E1,3.730242920E-1,5.193749542E0,1.001941452E1
2.084965254E1,2.412982178E-1,5.068310394E0,1.012299911E1
2.085967154E1,1.363664246E-1,4.848567352E0,1.018511993E1
2.086969054E1,8.816665649E-2,4.590054932E0,1.023376877E1
2.087970954E1,9.595046997E-2,4.369114380E0,1.018931122E1
2.088972854E1,1.167572021E-1,4.262536011E0,1.007345215E1
2.089974754E1,1.213975525E-1,4.247716827E0,9.968370667E0
2.090976754E1,1.300794983E-1,4.251309357E0,9.869576111E0
2.091978654E1,1.942959595E-1,4.321663055E0,9.785001984E0
2.092980554E1,2.549198914E-1,4.387526093E0,9.746981049E0
2.093982454E1,2.294728088E-1,4.445305939E0,9.825867004E0
2.094984354E1,2.206411743E-1,4.554279327E0,1.000249969E1
2.095986254E1,2.484832764E-1,4.571493530E0,1.012449600E1
2.096988154E1,2.601589966E-1,4.648283844E0,1.027433441E1
2.097990054E1,3.481759644E-1,4.689298553E0,1.030157776E1
2.098991954E1,4.260140991E-1,4.661755829E0,1.028107040E1
2.099993854E1,4.192781067E-1,4.433330841E0,1.016042130E1
2.100995854E1,4.375401306E-1,3.333567810E0,9.898765411E0
2.101997754E1,1.020577698E0,4.538861389E0,9.582473145E0
2.102999654E1,3.215313721E-1,5.294939117E0,9.845476227E0
2.104001554E1,-2.155517578E-2,4.055965576E0,9.710756378E0
2.105003454E1,7.174580383E-1,4.351301422E0,9.158105621E0
2.106005354E1,7.857160950E-1,4.475393372E0,9.452393646E0
2.107007254E1,4.894821167E-1,4.504582672E0,9.621691589E0
2.108009154E1,4.134402466E-1,4.522695007E0,9.483977966E0
2.109011054E1,4.435276794E-1,4.534520416E0,9.649982758E0
2.110012954E1,4.090992737E-1,4.461622009E0,9.724827118E0
2.111014825E1,3.161425781E-1,4.253554688E0,9.585616608E0
2.112016725E1,2.839595032E-1,4.177662506E0,9.842033386E0
2.113018625E1,2.731819153E-1,4.020189972E0,9.788295135E0
2.114020525E1,1.323248291E-1,3.824995880E0,9.672286377E0
2.115022425E1,1.695973206E-1,3.770509186E0,9.600136414E0
2.116024325E1,1.805245972E-1,3.810027008E0,9.427695007E0
2.117026225E1,2.339634705E-1,3.898343353E0,9.314530334E0
2.118028125E1,2.570155334E-1,4.035458221E0,9.314680023E0
2.119030025E1,2.830613708E-1,4.154460754E0,9.338031464E0
2.120032025E1,3.146456909E-1,4.285737762E0,9.338031464E0
2.121033925E1,2.769241333E-1,4.271517334E0,9.342671814E0
2.122035825E1,2.656974792E-1,4.240382080E0,9.333690491E0
2.123037725E1,2.686912537E-1,4.216880951E0,9.339678040E0
2.124039625E1,3.073109436E-1,4.167333984E0,9.361233215E0
2.125041525E1,3.511697388E-1,4.077071686E0,9.399403839E0
2.126043425E1,3.950285339E-1,4.003275146E0,9.394464111E0
2.127045325E1,3.929328918E-1,3.913162537E0,9.342671814E0
2.128047225E1,3.577560425E-1,3.865411835E0,9.286688232E0
2.129049125E1,2.891986084E-1,3.848347321E0,9.258846130E0
2.130051125E1,2.647993469E-1,3.900139618E0,9.221873016E0
2.131053025E1,2.728825378E-1,3.960763550E0,9.198222198E0
2.132054925E1,3.052153015E-1,3.959266663E0,9.171876984E0
2.133056825E1,3.231779480E-1,3.924987946E0,9.081614685E0
2.134058725E1,3.606001282E-1,3.895199890E0,9.008716278E0
2.135060625E1,3.674858093E-1,3.839515686E0,8.986712036E0
2.136062525E1,3.550616455E-1,3.803440704E0,8.912765808E0
2.137064425E1,3.125500488E-1,3.769012299E0,8.863667908E0
2.138066325E1,2.845582581E-1,3.731739807E0,8.818461914E0
2.139068225E1,2.802172852E-1,3.729195099E0,8.854686584E0
2.140070225E1,2.642005920E-1,3.721111908E0,8.959319000E0
2.141072125E1,2.728825378E-1,3.743116150E0,9.037606201E0
2.142074025E1,3.065625000E-1,3.759132843E0,9.023385773E0
2.143075925E1,3.290158081E-1,3.765419769E0,8.981622620E0
2.144077825E1,3.608995056E-1,3.705244904E0,8.967551880E0
2.145079725E1,3.724255371E-1,3.682043152E0,8.876990204E0
2.146081625E1,3.911366272E-1,3.625460815E0,8.743168488E0
2.147083525E1,3.725752258E-1,3.562890930E0,8.640482025E0
2.148085425E1,3.662882996E-1,3.498824158E0,8.542435913E0
2.149087425E1,3.803590393E-1,3.483555908E0,8.479267273E0
2.150089325E1,3.643423462E-1,3.510948944E0,8.478369141E0
2.151091225E1,3.414399719E-1,3.569327545E0,8.549321594E0
2.152093125E1,2.948867798E-1,3.587739258E0,8.662935333E0
2.153095025E1,2.639012146E-1,3.551664276E0,8.770561523E0
2.154096925E1,2.383044434E-1,3.504362640E0,8.814270630E0
2.155098825E1,2.481838989E-1,3.410058746E0,8.801996155E0
2.156100725E1,2.644999695E-1,3.348985748E0,8.700656891E0
2.157102625E1,2.953358459E-1,3.319347382E0,8.585995331E0
2.158104525E1,2.905458069E-1,3.316203918E0,8.498726807E0
2.159106525E1,2.647993469E-1,3.391647034E0,8.396788788E0
2.160108425E1,2.272274780E-1,3.446882172E0,8.321645050E0
2.161110325E1,1.951940918E-1,3.459905090E0,8.292306061E0
2.162112225E1,2.052232361E-1,3.465443573E0,8.248147888E0
2.163114125E1,2.406994629E-1,3.408262482E0,8.158184967E0
2.164116025E1,2.338137817E-1,3.324736176E0,8.156538391E0
2.165117925E1,2.013313293E-1,3.269950104E0,8.114326172E0
2.166119825E1,2.552192688E-1,3.232677612E0,8.109835510E0
2.167121725E1,2.260299683E-1,3.244053955E0,8.115373993E0
2.168123625E1,2.195933533E-1,3.265309753E0,8.179291077E0
2.169125625E1,2.514770508E-1,3.290158081E0,8.298143921E0
2.170127525E1,2.469863892E-1,3.315156097E0,8.431815948E0
2.171129425E1,1.850152588E-1,3.272494812E0,8.391849060E0
2.172131325E1,1.387614441E-1,3.210673370E0,8.150251465E0
2.173133225E1,1.405577087E-1,3.074157257E0,7.891739044E0
2.174135125E1,1.910028076E-1,3.007246399E0,7.766748962E0
2.175137025E1,2.872526550E-1,3.123105469E0,7.650291138E0
2.176138925E1,4.927752686E-1,3.303929443E0,7.465275879E0
2.177140825E1,6.527925110E-1,3.404071198E0,7.345075836E0
2.178142825E1,1.459465027E-1,3.798650665E0,7.583230591E0
2.179144725E1,2.125579834E-1,3.818409576E0,7.644303589E0
2.180146625E1,2.344125366E-1,3.986210632E0,7.642058258E0
2.181148525E1,2.631527710E-1,3.948788452E0,7.742050323E0
2.182150425E1,2.362088013E-1,3.923191681E0,7.631430359E0
2.183152325E1,1.513352966E-1,3.855831757E0,7.308851166E0
2.184154225E1,2.008822632E-1,3.635939026E0,7.121889954E0
2.185156125E1,1.649569702E-1,3.509601746E0,7.029232635E0
2.186158025E1,1.434017944E-1,3.460204468E0,6.936575317E0
2.187159925E1,1.187031555E-1,3.452570343E0,6.890920258E0
2.188161925E1,1.016386414E-1,3.512745209E0,6.910080414E0
2.189163825E1,1.803749084E-1,3.538791046E0,7.004234619E0
2.190165725E1,2.766247559E-1,3.447929993E0,7.212751007E0
2.191167625E1,3.492237854E-1,3.391647034E0,7.410789185E0
2.192169525E1,3.975732422E-1,3.294499054E0,7.510781250E0
2.193171425E1,4.149371338E-1,3.144660645E0,7.517517242E0
2.194173325E1,3.721261597E-1,3.038531342E0,7.487579498E0
2.195175225E1,3.191363525E-1,2.936443634E0,7.387587433E0
2.196177125E1,3.317102051E-1,2.855911102E0,7.241940308E0
2.197179125E1,3.864962769E-1,2.845732269E0,7.073241119E0
2.198181025E1,3.763174438E-1,2.891686707E0,6.971303101E0
2.199182925E1,3.471281433E-1,3.010389862E0,6.937922516E0
2.200184825E1,2.984793091E-1,3.182382202E0,6.900200958E0
2.201186725E1,2.152523804E-1,3.277883606E0,6.903793488E0
2.202188625E1,1.725910950E-1,3.276386719E0,6.911577301E0
2.203190525E1,1.550775146E-1,3.219505005E0,6.957831116E0
2.204192425E1,1.929487610E-1,3.161575470E0,7.013066254E0
2.205194325E1,2.553689575E-1,3.135829010E0,7.051386566E0
2.206196225E1,2.595602417E-1,3.148103485E0,7.113208008E0
2.207198225E1,2.490820312E-1,3.193459167E0,7.197632446E0
2.208200125E1,2.116598511E-1,3.274889832E0,7.220534821E0
2.209202025E1,1.794767761E-1,3.301235046E0,7.181166687E0
2.210203925E1,1.582209778E-1,3.232976990E0,7.113507385E0
2.211205850E1,1.607656860E-1,3.172802124E0,7.031328278E0
2.212207750E1,1.639091492E-1,3.119063873E0,6.959477692E0
2.213209650E1,1.508862305E-1,3.029999084E0,6.859036560E0
2.214211550E1,1.809736633E-1,2.973117371E0,6.806645508E0
2.215213450E1,2.344125366E-1,2.935246124E0,6.741530914E0
2.216215350E1,2.820135498E-1,2.864892426E0,6.721772003E0
2.217217350E1,2.860551453E-1,2.892435150E0,6.760541382E0
2.218219250E1,2.883004761E-1,2.871628418E0,6.873855743E0
2.219221150E1,2.932402039E-1,2.878963165E0,6.977590027E0
2.220223050E1,2.749781799E-1,2.866688690E0,7.026687927E0
2.221224950E1,2.463876343E-1,2.877466278E0,7.036118317E0
2.222226850E1,2.438429260E-1,2.867736511E0,6.960226135E0
2.223228750E1,2.803669739E-1,2.911595306E0,6.853348389E0
2.224230650E1,3.270698547E-1,2.961291962E0,6.762038269E0
2.225232550E1,3.769161987E-1,3.029400330E0,6.670428772E0
2.226234450E1,3.926335144E-1,3.095862122E0,6.649771729E0
2.227236450E1,3.980223083E-1,3.112178192E0,6.693480835E0
2.228238350E1,3.754193115E-1,3.144061890E0,6.701414337E0
2.229240250E1,3.656895447E-1,3.068020020E0,6.763535156E0
2.230242150E1,3.043171692E-1,2.935246124E0,6.800358582E0
2.231244050E1,2.692900085E-1,2.875370636E0,6.825805664E0
2.232245950E1,2.459385681E-1,2.814597015E0,6.832691345E0
2.233247850E1,2.420466614E-1,2.718347168E0,6.884633331E0
2.234249750E1,2.366578674E-1,2.685265961E0,6.964118042E0
2.235251650E1,2.612068176E-1,2.595303040E0,6.997648315E0
2.236253550E1,2.418969727E-1,2.558329926E0,6.954388275E0
2.237255550E1,2.332150269E-1,2.596350861E0,6.878496094E0
2.238257450E1,2.683918762E-1,2.665956116E0,6.830745392E0
2.239259350E1,2.758763123E-1,2.814447327E0,6.776258698E0
2.240261250E1,2.986289978E-1,2.985541534E0,6.775809631E0
2.241263150E1,2.891986084E-1,3.135529633E0,6.881489868E0
2.242265050E1,2.725831604E-1,3.255879364E0,6.937024384E0
2.243266950E1,2.324665833E-1,3.225492554E0,6.965614929E0
2.244268850E1,1.709445190E-1,3.113076324E0,6.991511078E0
2.245270750E1,1.264869690E-1,2.971321106E0,6.957980804E0
2.246272650E1,1.323248291E-1,2.834355927E0,6.852001190E0
2.247274650E1,1.496887207E-1,2.727627869E0,6.785389709E0
2.248276550E1,2.103126526E-1,2.690804443E0,6.727609863E0
2.249278450E1,2.730322266E-1,2.687511292E0,6.714137878E0
2.250280350E1,2.845582581E-1,2.701282654E0,6.740932159E0
2.251282250E1,2.609074402E-1,2.700534210E0,6.765930176E0
2.252284150E1,2.543211365E-1,2.722688141E0,6.786437531E0
2.253286050E1,2.950364685E-1,2.771486664E0,6.810387726E0
2.254287950E1,3.499722290E-1,2.853216705E0,6.853348389E0
2.255289850E1,3.694317627E-1,2.923869781E0,6.932833099E0
2.256291750E1,3.683839417E-1,2.969225464E0,6.975943451E0
2.257293750E1,4.752616882E-1,2.927013245E0,6.909481659E0
2.258295650E1,3.736230469E-1,2.881807251E0,6.812932434E0
2.259297550E1,5.568420410E-2,2.976560211E0,7.126380615E0
2.260299450E1,1.561253357E-1,2.929857330E0,6.924300842E0
2.261301350E1,2.077679443E-1,2.985691223E0,6.870263214E0
2.262303250E1,2.209405518E-1,2.936293945E0,6.935826874E0
2.263305150E1,2.279759216E-1,2.902913361E0,6.862180023E0
2.264307050E1,2.372566223E-1,2.885848846E0,6.804250488E0
2.265308950E1,2.128573608E-1,2.903811493E0,6.817572784E0
2.266310850E1,2.347119141E-1,2.939587097E0,6.832691345E0
2.267312850E1,2.673440552E-1,2.972069550E0,6.861132202E0
2.268314750E1,3.092568970E-1,3.052901459E0,6.921456757E0
2.269316650E1,3.611988831E-1,3.179089050E0,7.002588043E0
2.270318550E1,4.233197021E-1,3.313958588E0,7.084018707E0
2.271320450E1,4.649331665E-1,3.403173065E0,7.165449371E0
2.272322350E1,4.899311829E-1,3.376977539E0,7.195686493E0
2.273324250E1,4.641847229E-1,3.324436798E0,7.172185364E0
2.274326150E1,3.676354980E-1,3.225492554E0,7.128176880E0
2.275328050E1,2.727328491E-1,3.111130371E0,7.070995789E0
2.276330050E1,1.809736633E-1,2.919379120E0,7.019802246E0
2.277331950E1,1.528321838E-1,2.814447327E0,7.067702637E0
2.278333850E1,1.392105103E-1,2.743345184E0,7.130571899E0
2.279335750E1,1.736389160E-1,2.724185028E0,7.220834198E0
2.280337650E1,2.323168945E-1,2.737357635E0,7.290439453E0
2.281339550E1,2.529739380E-1,2.787653046E0,7.365732880E0
2.282341450E1,2.427951050E-1,2.909200287E0,7.384443970E0
2.283343350E1,2.420466614E-1,3.062331848E0,7.447462921E0
2.284345250E1,2.788700867E-1,3.197351074E0,7.500153351E0
2.285347150E1,3.230282593E-1,3.225941620E0,7.514673157E0
2.286349150E1,3.457809448E-1,3.213367767E0,7.555238800E0
2.287351050E1,3.592529297E-1,3.247347107E0,7.511380005E0
2.288352950E1,4.251159668E-1,3.298390961E0,7.423961792E0
2.289354850E1,4.002676392E-1,3.279230804E0,7.330106964E0
2.290356750E1,3.522175598E-1,3.237767029E0,7.256011047E0
2.291358650E1,2.989283752E-1,3.210074615E0,7.239545288E0
2.292360550E1,2.685415649E-1,3.167712708E0,7.226222992E0
2.293362450E1,2.219883728E-1,3.165766754E0,7.332202606E0
2.294364350E1,2.415975952E-1,3.204536133E0,7.467521210E0
2.295366250E1,2.224374390E-1,3.300486603E0,7.540718994E0
2.296368250E1,2.866539001E-1,3.447031860E0,7.655081177E0
2.297370150E1,3.180885315E-1,3.589535522E0,7.723189545E0
2.298372050E1,3.231779480E-1,3.614982605E0,7.737859039E0
2.299373950E1,3.459306335E-1,3.692820740E0,7.707023163E0
2.300375850E1,3.348536682E-1,3.685785370E0,7.649842072E0
2.301377750E1,3.456312561E-1,3.622916107E0,7.610923004E0
2.302379650E1,3.056643677E-1,3.556154938E0,7.637417908E0
2.303381550E1,2.740800476E-1,3.519032135E0,7.630382538E0
2.304383450E1,2.534230042E-1,3.508853302E0,7.580985260E0
2.305385350E1,2.305206299E-1,3.426674194E0,7.577093353E0
2.306387350E1,2.249821472E-1,3.384611664E0,7.652237091E0
2.307389250E1,2.140548706E-1,3.361709290E0,7.772287445E0
2.308391150E1,2.493814087E-1,3.370391235E0,7.854316864E0
2.309393050E1,2.829116821E-1,3.404969330E0,7.920030212E0
2.310394987E1,2.844085693E-1,3.475472717E0,7.951015778E0
2.311396887E1,2.929408264E-1,3.547772369E0,7.970625000E0
2.312398787E1,2.881507874E-1,3.599864044E0,7.948920135E0
2.313400687E1,2.586621094E-1,3.655847626E0,7.894583130E0
2.314402587E1,2.562670898E-1,3.705843658E0,7.885003052E0
2.315404488E1,2.594105530E-1,3.795058136E0,7.879314880E0
2.316406487E1,2.296224976E-1,3.890110474E0,7.881709900E0
2.317408387E1,2.067201233E-1,3.964805145E0,7.925868073E0
2.318410287E1,2.025288391E-1,4.015100555E0,8.012088776E0
2.319412187E1,2.219883728E-1,4.081861725E0,8.072862396E0
2.320414087E1,2.577639771E-1,4.118086395E0,8.119864655E0
2.321415988E1,2.098635864E-1,4.102668457E0,8.199648743E0
2.322417887E1,1.956431580E-1,4.045337677E0,8.269253998E0
2.323419787E1,2.136058044E-1,3.927382965E0,8.345445557E0
2.324421687E1,2.591111755E-1,3.805686035E0,8.359366608E0
2.325423587E1,2.980302429E-1,3.779490509E0,8.291707306E0
2.326425587E1,3.207829285E-1,3.825744324E0,8.294701080E0
2.327427488E1,3.209326172E-1,3.919299774E0,8.282725983E0
2.328429387E1,3.373983765E-1,4.023034058E0,8.256081390E0
2.329431287E1,3.381468201E-1,4.030817871E0,8.250393219E0
2.330433187E1,2.787203979E-1,4.046684875E0,8.271649017E0
2.331435087E1,2.219883728E-1,4.090992737E0,8.294252014E0
2.332436987E1,1.673519897E-1,4.094734955E0,8.357121277E0
2.333438887E1,1.959425354E-1,4.087100830E0,8.395890656E0
2.334440787E1,2.173480225E-1,4.081712036E0,8.400231628E0
2.335442687E1,2.755769348E-1,4.090393982E0,8.534352722E0
2.336444687E1,4.029620361E-1,4.063150635E0,8.703201599E0
2.337446587E1,5.411247253E-1,4.106859741E0,8.841813354E0
2.338448487E1,5.836363220E-1,4.168232117E0,8.976832581E0
2.339450387E1,5.602848816E-1,4.237088928E0,9.111851807E0
2.340452287E1,4.695735168E-1,4.314777374E0,9.110654297E0
2.341454187E1,4.125421143E-1,4.387226715E0,9.019793243E0
2.342456087E1,3.844006348E-1,4.412224731E0,8.874146118E0
2.343457987E1,3.353027344E-1,4.391118622E0,8.699908447E0
2.344459887E1,3.043171692E-1,4.388124847E0,8.581055603E0
2.345461887E1,2.764750671E-1,4.472998352E0,8.554261322E0
2.346463787E1,2.640509033E-1,4.584666138E0,8.586743774E0
2.347465687E1,2.755769348E-1,4.651427307E0,8.653055878E0
2.348467587E1,3.095562744E-1,4.663552094E0,8.676856384E0
2.349469487E1,3.453318787E-1,4.614454193E0,8.744815063E0
2.350471387E1,3.832031250E-1,4.520749054E0,8.814570007E0
2.351473287E1,4.441264343E-1,4.436773682E0,8.818312225E0
2.352475187E1,5.037025452E-1,4.377496948E0,8.803792419E0
2.353477087E1,5.105882263E-1,4.392465820E0,8.915909271E0
2.354478987E1,4.141886902E-1,4.505780182E0,9.056466980E0
2.355480987E1,3.041674805E-1,4.588857422E0,9.081165619E0
2.356482887E1,2.441423035E-1,4.711003418E0,8.867559814E0
2.357484787E1,1.722917175E-1,4.825964355E0,8.631500702E0
2.358486687E1,1.513352966E-1,5.012027435E0,8.343649292E0
2.359488587E1,1.538800049E-1,5.327720947E0,8.061635742E0
2.360490487E1,2.909948730E-1,5.716761932E0,7.845485229E0
2.361492387E1,3.342549133E-1,6.143374786E0,7.857759705E0
2.362494288E1,4.092489624E-1,6.680457916E0,7.812703400E0
2.363496187E1,4.514611816E-1,7.374265137E0,7.713908844E0
2.364498087E1,4.755610657E-1,8.156688080E0,7.695048065E0
2.365500087E1,3.643423462E-1,8.525521088E0,8.089627533E0
2.366501987E1,3.799099731E-1,8.477171631E0,8.472680969E0
2.367503887E1,4.890330505E-1,8.036937103E0,8.596473541E0
2.368505788E1,4.415817261E-1,7.288493500E0,8.816965027E0
2.369507687E1,4.866380310E-1,6.268963623E0,9.137298889E0
2.370509587E1,4.908293152E-1,5.167853394E0,9.461973724E0
2.371511487E1,5.396278381E-1,4.224515076E0,9.682914276E0
2.372513387E1,4.269122314E-1,3.588487701E0,9.942624207E0
2.373515287E1,3.589535522E-1,3.287763062E0,9.989626465E0
2.374517187E1,3.513194275E-1,3.281176758E0,9.953252106E0
2.375519187E1,4.782554626E-1,3.831881561E0,9.731263733E0
2.376521087E1,4.013154602E-1,4.442461853E0,9.479636993E0
2.377522987E1,3.261717224E-1,4.939877472E0,9.364077301E0
2.378524887E1,2.782713318E-1,5.319039001E0,9.390123138E0
2.379526787E1,2.502795410E-1,5.634882202E0,9.427395630E0
2.380528687E1,2.188449097E-1,5.864953766E0,9.482032013E0
2.381530587E1,2.421963501E-1,5.926475830E0,9.539512482E0
